Row ID,Time,avg(T),avg(U (Magnitude)),max(T),max(U (Magnitude)),med(T),med(U (Magnitude)),min(T),min(U (Magnitude)),q1(T),q1(U (Magnitude)),q3(T),q3(U (Magnitude))
0,0.5,302.8,0.0499953,302.8,0.0499953,302.8,0.0499953,302.8,0.0499953,302.8,0.0499953,302.8,0.0499953
1,1,302.8,0.0499872,302.8,0.0499872,302.8,0.0499872,302.8,0.0499872,302.8,0.0499872,302.8,0.0499872
2,1.5,302.8,0.0499877,302.8,0.0499877,302.8,0.0499877,302.8,0.0499877,302.8,0.0499877,302.8,0.0499877
3,2,302.8,0.0499825,302.8,0.0499825,302.8,0.0499825,302.8,0.0499825,302.8,0.0499825,302.8,0.0499825
4,2.5,302.8,0.0499718,302.8,0.0499718,302.8,0.0499718,302.8,0.0499718,302.8,0.0499718,302.8,0.0499718
5,3,302.8,0.0499685,302.8,0.0499685,302.8,0.0499685,302.8,0.0499685,302.8,0.0499685,302.8,0.0499685
6,3.5,302.8,0.04997,302.8,0.04997,302.8,0.04997,302.8,0.04997,302.8,0.04997,302.8,0.04997
7,4,302.8,0.0499736,302.8,0.0499736,302.8,0.0499736,302.8,0.0499736,302.8,0.0499736,302.8,0.0499736
8,4.5,302.8,0.0499761,302.8,0.0499761,302.8,0.0499761,302.8,0.0499761,302.8,0.0499761,302.8,0.0499761
9,5,302.8,0.0499789,302.8,0.0499789,302.8,0.0499789,302.8,0.0499789,302.8,0.0499789,302.8,0.0499789
10,5.5,302.8,0.0499813,302.8,0.0499813,302.8,0.0499813,302.8,0.0499813,302.8,0.0499813,302.8,0.0499813
11,6,302.8,0.0499834,302.8,0.0499834,302.8,0.0499834,302.8,0.0499834,302.8,0.0499834,302.8,0.0499834
12,6.5,302.8,0.0499854,302.8,0.0499854,302.8,0.0499854,302.8,0.0499854,302.8,0.0499854,302.8,0.0499854
13,7,302.8,0.0499871,302.8,0.0499871,302.8,0.0499871,302.8,0.0499871,302.8,0.0499871,302.8,0.0499871
14,7.5,302.8,0.0499888,302.8,0.0499888,302.8,0.0499888,302.8,0.0499888,302.8,0.0499888,302.8,0.0499888
15,8,302.8,0.0499904,302.8,0.0499904,302.8,0.0499904,302.8,0.0499904,302.8,0.0499904,302.8,0.0499904
16,8.5,302.8,0.0499918,302.8,0.0499918,302.8,0.0499918,302.8,0.0499918,302.8,0.0499918,302.8,0.0499918
17,9,302.8,0.0499931,302.8,0.0499931,302.8,0.0499931,302.8,0.0499931,302.8,0.0499931,302.8,0.0499931
18,9.5,302.8,0.0499941,302.8,0.0499941,302.8,0.0499941,302.8,0.0499941,302.8,0.0499941,302.8,0.0499941
19,10,302.8,0.0499949,302.8,0.0499949,302.8,0.0499949,302.8,0.0499949,302.8,0.0499949,302.8,0.0499949
20,10.5,302.8,0.0499951,302.8,0.0499951,302.8,0.0499951,302.8,0.0499951,302.8,0.0499951,302.8,0.0499951
21,11,302.8,0.0499948,302.8,0.0499948,302.8,0.0499948,302.8,0.0499948,302.8,0.0499948,302.8,0.0499948
22,11.5,302.8,0.0499938,302.8,0.0499938,302.8,0.0499938,302.8,0.0499938,302.8,0.0499938,302.8,0.0499938
23,12,302.8,0.0499921,302.8,0.0499921,302.8,0.0499921,302.8,0.0499921,302.8,0.0499921,302.8,0.0499921
24,12.5,302.8,0.049989,302.8,0.049989,302.8,0.049989,302.8,0.049989,302.8,0.049989,302.8,0.049989
25,13,302.8,0.0499833,302.8,0.0499833,302.8,0.0499833,302.8,0.0499833,302.8,0.0499833,302.8,0.0499833
26,13.5,302.8,0.0499762,302.8,0.0499762,302.8,0.0499762,302.8,0.0499762,302.8,0.0499762,302.8,0.0499762
27,14,302.8,0.049975,302.8,0.049975,302.8,0.049975,302.8,0.049975,302.8,0.049975,302.8,0.049975
28,14.5,302.8,0.0499741,302.8,0.0499741,302.8,0.0499741,302.8,0.0499741,302.8,0.0499741,302.8,0.0499741
29,15,302.8,0.0499743,302.8,0.0499743,302.8,0.0499743,302.8,0.0499743,302.8,0.0499743,302.8,0.0499743
30,15.5,302.8,0.0499756,302.8,0.0499756,302.8,0.0499756,302.8,0.0499756,302.8,0.0499756,302.8,0.0499756
31,16,302.8,0.0499756,302.8,0.0499756,302.8,0.0499756,302.8,0.0499756,302.8,0.0499756,302.8,0.0499756
32,16.5,302.8,0.0499747,302.8,0.0499747,302.8,0.0499747,302.8,0.0499747,302.8,0.0499747,302.8,0.0499747
33,17,302.8,0.0499736,302.8,0.0499736,302.8,0.0499736,302.8,0.0499736,302.8,0.0499736,302.8,0.0499736
34,17.5,302.8,0.0499729,302.8,0.0499729,302.8,0.0499729,302.8,0.0499729,302.8,0.0499729,302.8,0.0499729
35,18,302.8,0.0499721,302.8,0.0499721,302.8,0.0499721,302.8,0.0499721,302.8,0.0499721,302.8,0.0499721
36,18.5,302.8,0.0499716,302.8,0.0499716,302.8,0.0499716,302.8,0.0499716,302.8,0.0499716,302.8,0.0499716
37,19,302.8,0.0499721,302.8,0.0499721,302.8,0.0499721,302.8,0.0499721,302.8,0.0499721,302.8,0.0499721
38,19.5,302.8,0.0499727,302.8,0.0499727,302.8,0.0499727,302.8,0.0499727,302.8,0.0499727,302.8,0.0499727
39,20,302.801,0.0499732,302.801,0.0499732,302.801,0.0499732,302.801,0.0499732,302.801,0.0499732,302.801,0.0499732
40,20.5,302.801,0.0499738,302.801,0.0499738,302.801,0.0499738,302.801,0.0499738,302.801,0.0499738,302.801,0.0499738
41,21,302.801,0.0499742,302.801,0.0499742,302.801,0.0499742,302.801,0.0499742,302.801,0.0499742,302.801,0.0499742
42,21.5,302.802,0.0499746,302.802,0.0499746,302.802,0.0499746,302.802,0.0499746,302.802,0.0499746,302.802,0.0499746
43,22,302.804,0.0499748,302.804,0.0499748,302.804,0.0499748,302.804,0.0499748,302.804,0.0499748,302.804,0.0499748
44,22.5,302.806,0.0499749,302.806,0.0499749,302.806,0.0499749,302.806,0.0499749,302.806,0.0499749,302.806,0.0499749
45,23,302.808,0.0499753,302.808,0.0499753,302.808,0.0499753,302.808,0.0499753,302.808,0.0499753,302.808,0.0499753
46,23.5,302.812,0.0499754,302.812,0.0499754,302.812,0.0499754,302.812,0.0499754,302.812,0.0499754,302.812,0.0499754
47,24,302.816,0.049975,302.816,0.049975,302.816,0.049975,302.816,0.049975,302.816,0.049975,302.816,0.049975
48,24.5,302.822,0.0499745,302.822,0.0499745,302.822,0.0499745,302.822,0.0499745,302.822,0.0499745,302.822,0.0499745
49,25,302.829,0.0499745,302.829,0.0499745,302.829,0.0499745,302.829,0.0499745,302.829,0.0499745,302.829,0.0499745
50,25.5,302.837,0.0499746,302.837,0.0499746,302.837,0.0499746,302.837,0.0499746,302.837,0.0499746,302.837,0.0499746
51,26,302.848,0.0499744,302.848,0.0499744,302.848,0.0499744,302.848,0.0499744,302.848,0.0499744,302.848,0.0499744
52,26.5,302.86,0.0499744,302.86,0.0499744,302.86,0.0499744,302.86,0.0499744,302.86,0.0499744,302.86,0.0499744
53,27,302.876,0.0499749,302.876,0.0499749,302.876,0.0499749,302.876,0.0499749,302.876,0.0499749,302.876,0.0499749
54,27.5,302.894,0.0499752,302.894,0.0499752,302.894,0.0499752,302.894,0.0499752,302.894,0.0499752,302.894,0.0499752
55,28,302.916,0.0499758,302.916,0.0499758,302.916,0.0499758,302.916,0.0499758,302.916,0.0499758,302.916,0.0499758
56,28.5,302.941,0.0499774,302.941,0.0499774,302.941,0.0499774,302.941,0.0499774,302.941,0.0499774,302.941,0.0499774
57,29,302.97,0.0499794,302.97,0.0499794,302.97,0.0499794,302.97,0.0499794,302.97,0.0499794,302.97,0.0499794
58,29.5,303.002,0.0499816,303.002,0.0499816,303.002,0.0499816,303.002,0.0499816,303.002,0.0499816,303.002,0.0499816
59,30,303.037,0.0499847,303.037,0.0499847,303.037,0.0499847,303.037,0.0499847,303.037,0.0499847,303.037,0.0499847
60,30.5,303.075,0.0499878,303.075,0.0499878,303.075,0.0499878,303.075,0.0499878,303.075,0.0499878,303.075,0.0499878
61,31,303.115,0.049991,303.115,0.049991,303.115,0.049991,303.115,0.049991,303.115,0.049991,303.115,0.049991
62,31.5,303.157,0.0499949,303.157,0.0499949,303.157,0.0499949,303.157,0.0499949,303.157,0.0499949,303.157,0.0499949
63,32,303.2,0.0499999,303.2,0.0499999,303.2,0.0499999,303.2,0.0499999,303.2,0.0499999,303.2,0.0499999
64,32.5,303.244,0.0500049,303.244,0.0500049,303.244,0.0500049,303.244,0.0500049,303.244,0.0500049,303.244,0.0500049
65,33,303.288,0.0500099,303.288,0.0500099,303.288,0.0500099,303.288,0.0500099,303.288,0.0500099,303.288,0.0500099
66,33.5,303.332,0.0500145,303.332,0.0500145,303.332,0.0500145,303.332,0.0500145,303.332,0.0500145,303.332,0.0500145
67,34,303.375,0.0500196,303.375,0.0500196,303.375,0.0500196,303.375,0.0500196,303.375,0.0500196,303.375,0.0500196
68,34.5,303.418,0.0500248,303.418,0.0500248,303.418,0.0500248,303.418,0.0500248,303.418,0.0500248,303.418,0.0500248
69,35,303.461,0.0500297,303.461,0.0500297,303.461,0.0500297,303.461,0.0500297,303.461,0.0500297,303.461,0.0500297
70,35.5,303.502,0.0500339,303.502,0.0500339,303.502,0.0500339,303.502,0.0500339,303.502,0.0500339,303.502,0.0500339
71,36,303.543,0.0500387,303.543,0.0500387,303.543,0.0500387,303.543,0.0500387,303.543,0.0500387,303.543,0.0500387
72,36.5,303.583,0.0500432,303.583,0.0500432,303.583,0.0500432,303.583,0.0500432,303.583,0.0500432,303.583,0.0500432
73,37,303.622,0.0500489,303.622,0.0500489,303.622,0.0500489,303.622,0.0500489,303.622,0.0500489,303.622,0.0500489
74,37.5,303.659,0.0500549,303.659,0.0500549,303.659,0.0500549,303.659,0.0500549,303.659,0.0500549,303.659,0.0500549
75,38,303.695,0.0500607,303.695,0.0500607,303.695,0.0500607,303.695,0.0500607,303.695,0.0500607,303.695,0.0500607
76,38.5,303.73,0.0500663,303.73,0.0500663,303.73,0.0500663,303.73,0.0500663,303.73,0.0500663,303.73,0.0500663
77,39,303.765,0.0500714,303.765,0.0500714,303.765,0.0500714,303.765,0.0500714,303.765,0.0500714,303.765,0.0500714
78,39.5,303.798,0.050076,303.798,0.050076,303.798,0.050076,303.798,0.050076,303.798,0.050076,303.798,0.050076
79,40,303.83,0.0500796,303.83,0.0500796,303.83,0.0500796,303.83,0.0500796,303.83,0.0500796,303.83,0.0500796
80,40.5,303.862,0.0500812,303.862,0.0500812,303.862,0.0500812,303.862,0.0500812,303.862,0.0500812,303.862,0.0500812
81,41,303.893,0.0500807,303.893,0.0500807,303.893,0.0500807,303.893,0.0500807,303.893,0.0500807,303.893,0.0500807
82,41.5,303.924,0.050082,303.924,0.050082,303.924,0.050082,303.924,0.050082,303.924,0.050082,303.924,0.050082
83,42,303.955,0.0500811,303.955,0.0500811,303.955,0.0500811,303.955,0.0500811,303.955,0.0500811,303.955,0.0500811
84,42.5,303.986,0.0500773,303.986,0.0500773,303.986,0.0500773,303.986,0.0500773,303.986,0.0500773,303.986,0.0500773
85,43,304.017,0.0500754,304.017,0.0500754,304.017,0.0500754,304.017,0.0500754,304.017,0.0500754,304.017,0.0500754
86,43.5,304.048,0.0500736,304.048,0.0500736,304.048,0.0500736,304.048,0.0500736,304.048,0.0500736,304.048,0.0500736
87,44,304.077,0.0500723,304.077,0.0500723,304.077,0.0500723,304.077,0.0500723,304.077,0.0500723,304.077,0.0500723
88,44.5,304.106,0.0500711,304.106,0.0500711,304.106,0.0500711,304.106,0.0500711,304.106,0.0500711,304.106,0.0500711
89,45,304.134,0.0500707,304.134,0.0500707,304.134,0.0500707,304.134,0.0500707,304.134,0.0500707,304.134,0.0500707
90,45.5,304.161,0.0500699,304.161,0.0500699,304.161,0.0500699,304.161,0.0500699,304.161,0.0500699,304.161,0.0500699
91,46,304.188,0.0500694,304.188,0.0500694,304.188,0.0500694,304.188,0.0500694,304.188,0.0500694,304.188,0.0500694
92,46.5,304.213,0.0500697,304.213,0.0500697,304.213,0.0500697,304.213,0.0500697,304.213,0.0500697,304.213,0.0500697
93,47,304.238,0.05007,304.238,0.05007,304.238,0.05007,304.238,0.05007,304.238,0.05007,304.238,0.05007
94,47.5,304.263,0.0500699,304.263,0.0500699,304.263,0.0500699,304.263,0.0500699,304.263,0.0500699,304.263,0.0500699
95,48,304.286,0.0500697,304.286,0.0500697,304.286,0.0500697,304.286,0.0500697,304.286,0.0500697,304.286,0.0500697
96,48.5,304.31,0.0500692,304.31,0.0500692,304.31,0.0500692,304.31,0.0500692,304.31,0.0500692,304.31,0.0500692
97,49,304.333,0.050069,304.333,0.050069,304.333,0.050069,304.333,0.050069,304.333,0.050069,304.333,0.050069
98,49.5,304.357,0.0500677,304.357,0.0500677,304.357,0.0500677,304.357,0.0500677,304.357,0.0500677,304.357,0.0500677
99,50,304.38,0.0500655,304.38,0.0500655,304.38,0.0500655,304.38,0.0500655,304.38,0.0500655,304.38,0.0500655
100,50.5,304.405,0.0500633,304.405,0.0500633,304.405,0.0500633,304.405,0.0500633,304.405,0.0500633,304.405,0.0500633
101,51,304.429,0.0500592,304.429,0.0500592,304.429,0.0500592,304.429,0.0500592,304.429,0.0500592,304.429,0.0500592
102,51.5,304.454,0.0500547,304.454,0.0500547,304.454,0.0500547,304.454,0.0500547,304.454,0.0500547,304.454,0.0500547
103,52,304.478,0.0500506,304.478,0.0500506,304.478,0.0500506,304.478,0.0500506,304.478,0.0500506,304.478,0.0500506
104,52.5,304.504,0.0500492,304.504,0.0500492,304.504,0.0500492,304.504,0.0500492,304.504,0.0500492,304.504,0.0500492
105,53,304.529,0.0500475,304.529,0.0500475,304.529,0.0500475,304.529,0.0500475,304.529,0.0500475,304.529,0.0500475
106,53.5,304.553,0.0500458,304.553,0.0500458,304.553,0.0500458,304.553,0.0500458,304.553,0.0500458,304.553,0.0500458
107,54,304.576,0.0500444,304.576,0.0500444,304.576,0.0500444,304.576,0.0500444,304.576,0.0500444,304.576,0.0500444
108,54.5,304.599,0.050043,304.599,0.050043,304.599,0.050043,304.599,0.050043,304.599,0.050043,304.599,0.050043
109,55,304.621,0.0500414,304.621,0.0500414,304.621,0.0500414,304.621,0.0500414,304.621,0.0500414,304.621,0.0500414
110,55.5,304.643,0.0500393,304.643,0.0500393,304.643,0.0500393,304.643,0.0500393,304.643,0.0500393,304.643,0.0500393
111,56,304.666,0.0500369,304.666,0.0500369,304.666,0.0500369,304.666,0.0500369,304.666,0.0500369,304.666,0.0500369
112,56.5,304.688,0.0500339,304.688,0.0500339,304.688,0.0500339,304.688,0.0500339,304.688,0.0500339,304.688,0.0500339
113,57,304.711,0.0500303,304.711,0.0500303,304.711,0.0500303,304.711,0.0500303,304.711,0.0500303,304.711,0.0500303
114,57.5,304.735,0.0500253,304.735,0.0500253,304.735,0.0500253,304.735,0.0500253,304.735,0.0500253,304.735,0.0500253
115,58,304.758,0.0500179,304.758,0.0500179,304.758,0.0500179,304.758,0.0500179,304.758,0.0500179,304.758,0.0500179
116,58.5,304.785,0.0500163,304.785,0.0500163,304.785,0.0500163,304.785,0.0500163,304.785,0.0500163,304.785,0.0500163
117,59,304.81,0.050016,304.81,0.050016,304.81,0.050016,304.81,0.050016,304.81,0.050016,304.81,0.050016
118,59.5,304.833,0.0500153,304.833,0.0500153,304.833,0.0500153,304.833,0.0500153,304.833,0.0500153,304.833,0.0500153
119,60,304.855,0.0500141,304.855,0.0500141,304.855,0.0500141,304.855,0.0500141,304.855,0.0500141,304.855,0.0500141
120,60.5,304.876,0.0500124,304.876,0.0500124,304.876,0.0500124,304.876,0.0500124,304.876,0.0500124,304.876,0.0500124
121,61,304.897,0.0500104,304.897,0.0500104,304.897,0.0500104,304.897,0.0500104,304.897,0.0500104,304.897,0.0500104
122,61.5,304.919,0.0500084,304.919,0.0500084,304.919,0.0500084,304.919,0.0500084,304.919,0.0500084,304.919,0.0500084
123,62,304.94,0.050005,304.94,0.050005,304.94,0.050005,304.94,0.050005,304.94,0.050005,304.94,0.050005
124,62.5,304.961,0.0500014,304.961,0.0500014,304.961,0.0500014,304.961,0.0500014,304.961,0.0500014,304.961,0.0500014
125,63,304.984,0.0500017,304.984,0.0500017,304.984,0.0500017,304.984,0.0500017,304.984,0.0500017,304.984,0.0500017
126,63.5,305.005,0.0500028,305.005,0.0500028,305.005,0.0500028,305.005,0.0500028,305.005,0.0500028,305.005,0.0500028
127,64,305.023,0.0500042,305.023,0.0500042,305.023,0.0500042,305.023,0.0500042,305.023,0.0500042,305.023,0.0500042
128,64.5,305.039,0.0500059,305.039,0.0500059,305.039,0.0500059,305.039,0.0500059,305.039,0.0500059,305.039,0.0500059
129,65,305.053,0.0500079,305.053,0.0500079,305.053,0.0500079,305.053,0.0500079,305.053,0.0500079,305.053,0.0500079
130,65.5,305.066,0.05001,305.066,0.05001,305.066,0.05001,305.066,0.05001,305.066,0.05001,305.066,0.05001
131,66,305.078,0.0500141,305.078,0.0500141,305.078,0.0500141,305.078,0.0500141,305.078,0.0500141,305.078,0.0500141
132,66.5,305.09,0.050018,305.09,0.050018,305.09,0.050018,305.09,0.050018,305.09,0.050018,305.09,0.050018
133,67,305.102,0.0500221,305.102,0.0500221,305.102,0.0500221,305.102,0.0500221,305.102,0.0500221,305.102,0.0500221
134,67.5,305.112,0.0500273,305.112,0.0500273,305.112,0.0500273,305.112,0.0500273,305.112,0.0500273,305.112,0.0500273
135,68,305.123,0.0500327,305.123,0.0500327,305.123,0.0500327,305.123,0.0500327,305.123,0.0500327,305.123,0.0500327
136,68.5,305.132,0.0500383,305.132,0.0500383,305.132,0.0500383,305.132,0.0500383,305.132,0.0500383,305.132,0.0500383
137,69,305.14,0.050045,305.14,0.050045,305.14,0.050045,305.14,0.050045,305.14,0.050045,305.14,0.050045
138,69.5,305.147,0.0500527,305.147,0.0500527,305.147,0.0500527,305.147,0.0500527,305.147,0.0500527,305.147,0.0500527
139,70,305.154,0.0500609,305.154,0.0500609,305.154,0.0500609,305.154,0.0500609,305.154,0.0500609,305.154,0.0500609
140,70.5,305.16,0.0500689,305.16,0.0500689,305.16,0.0500689,305.16,0.0500689,305.16,0.0500689,305.16,0.0500689
141,71,305.167,0.050074,305.167,0.050074,305.167,0.050074,305.167,0.050074,305.167,0.050074,305.167,0.050074
142,71.5,305.175,0.05008,305.175,0.05008,305.175,0.05008,305.175,0.05008,305.175,0.05008,305.175,0.05008
143,72,305.182,0.0500874,305.182,0.0500874,305.182,0.0500874,305.182,0.0500874,305.182,0.0500874,305.182,0.0500874
144,72.5,305.189,0.0500947,305.189,0.0500947,305.189,0.0500947,305.189,0.0500947,305.189,0.0500947,305.189,0.0500947
145,73,305.195,0.0501012,305.195,0.0501012,305.195,0.0501012,305.195,0.0501012,305.195,0.0501012,305.195,0.0501012
146,73.5,305.201,0.0501105,305.201,0.0501105,305.201,0.0501105,305.201,0.0501105,305.201,0.0501105,305.201,0.0501105
147,74,305.208,0.050117,305.208,0.050117,305.208,0.050117,305.208,0.050117,305.208,0.050117,305.208,0.050117
148,74.5,305.217,0.0501202,305.217,0.0501202,305.217,0.0501202,305.217,0.0501202,305.217,0.0501202,305.217,0.0501202
149,75,305.226,0.0501224,305.226,0.0501224,305.226,0.0501224,305.226,0.0501224,305.226,0.0501224,305.226,0.0501224
150,75.5,305.236,0.050123,305.236,0.050123,305.236,0.050123,305.236,0.050123,305.236,0.050123,305.236,0.050123
151,76,305.25,0.0501203,305.25,0.0501203,305.25,0.0501203,305.25,0.0501203,305.25,0.0501203,305.25,0.0501203
152,76.5,305.266,0.0501148,305.266,0.0501148,305.266,0.0501148,305.266,0.0501148,305.266,0.0501148,305.266,0.0501148
153,77,305.287,0.0501113,305.287,0.0501113,305.287,0.0501113,305.287,0.0501113,305.287,0.0501113,305.287,0.0501113
154,77.5,305.309,0.0501048,305.309,0.0501048,305.309,0.0501048,305.309,0.0501048,305.309,0.0501048,305.309,0.0501048
155,78,305.331,0.0500955,305.331,0.0500955,305.331,0.0500955,305.331,0.0500955,305.331,0.0500955,305.331,0.0500955
156,78.5,305.355,0.0500834,305.355,0.0500834,305.355,0.0500834,305.355,0.0500834,305.355,0.0500834,305.355,0.0500834
157,79,305.381,0.0500698,305.381,0.0500698,305.381,0.0500698,305.381,0.0500698,305.381,0.0500698,305.381,0.0500698
158,79.5,305.408,0.0500525,305.408,0.0500525,305.408,0.0500525,305.408,0.0500525,305.408,0.0500525,305.408,0.0500525
159,80,305.441,0.0500362,305.441,0.0500362,305.441,0.0500362,305.441,0.0500362,305.441,0.0500362,305.441,0.0500362
160,80.5,305.474,0.0500269,305.474,0.0500269,305.474,0.0500269,305.474,0.0500269,305.474,0.0500269,305.474,0.0500269
161,81,305.498,0.0500191,305.498,0.0500191,305.498,0.0500191,305.498,0.0500191,305.498,0.0500191,305.498,0.0500191
162,81.5,305.522,0.0500124,305.522,0.0500124,305.522,0.0500124,305.522,0.0500124,305.522,0.0500124,305.522,0.0500124
163,82,305.546,0.0500063,305.546,0.0500063,305.546,0.0500063,305.546,0.0500063,305.546,0.0500063,305.546,0.0500063
164,82.5,305.573,0.0500007,305.573,0.0500007,305.573,0.0500007,305.573,0.0500007,305.573,0.0500007,305.573,0.0500007
165,83,305.605,0.0499933,305.605,0.0499933,305.605,0.0499933,305.605,0.0499933,305.605,0.0499933,305.605,0.0499933
166,83.5,305.646,0.0499583,305.646,0.0499583,305.646,0.0499583,305.646,0.0499583,305.646,0.0499583,305.646,0.0499583
167,84,305.715,0.0499711,305.715,0.0499711,305.715,0.0499711,305.715,0.0499711,305.715,0.0499711,305.715,0.0499711
168,84.5,305.746,0.0499722,305.746,0.0499722,305.746,0.0499722,305.746,0.0499722,305.746,0.0499722,305.746,0.0499722
169,85,305.762,0.0499704,305.762,0.0499704,305.762,0.0499704,305.762,0.0499704,305.762,0.0499704,305.762,0.0499704
170,85.5,305.775,0.0499701,305.775,0.0499701,305.775,0.0499701,305.775,0.0499701,305.775,0.0499701,305.775,0.0499701
171,86,305.787,0.0499699,305.787,0.0499699,305.787,0.0499699,305.787,0.0499699,305.787,0.0499699,305.787,0.0499699
172,86.5,305.798,0.0499709,305.798,0.0499709,305.798,0.0499709,305.798,0.0499709,305.798,0.0499709,305.798,0.0499709
173,87,305.809,0.0499715,305.809,0.0499715,305.809,0.0499715,305.809,0.0499715,305.809,0.0499715,305.809,0.0499715
174,87.5,305.818,0.049972,305.818,0.049972,305.818,0.049972,305.818,0.049972,305.818,0.049972,305.818,0.049972
175,88,305.828,0.0499724,305.828,0.0499724,305.828,0.0499724,305.828,0.0499724,305.828,0.0499724,305.828,0.0499724
176,88.5,305.837,0.0499726,305.837,0.0499726,305.837,0.0499726,305.837,0.0499726,305.837,0.0499726,305.837,0.0499726
177,89,305.846,0.0499729,305.846,0.0499729,305.846,0.0499729,305.846,0.0499729,305.846,0.0499729,305.846,0.0499729
178,89.5,305.856,0.0499732,305.856,0.0499732,305.856,0.0499732,305.856,0.0499732,305.856,0.0499732,305.856,0.0499732
179,90,305.865,0.049974,305.865,0.049974,305.865,0.049974,305.865,0.049974,305.865,0.049974,305.865,0.049974
180,90.5,305.874,0.0499751,305.874,0.0499751,305.874,0.0499751,305.874,0.0499751,305.874,0.0499751,305.874,0.0499751
181,91,305.883,0.0499765,305.883,0.0499765,305.883,0.0499765,305.883,0.0499765,305.883,0.0499765,305.883,0.0499765
182,91.5,305.892,0.0499785,305.892,0.0499785,305.892,0.0499785,305.892,0.0499785,305.892,0.0499785,305.892,0.0499785
183,92,305.901,0.0499803,305.901,0.0499803,305.901,0.0499803,305.901,0.0499803,305.901,0.0499803,305.901,0.0499803
184,92.5,305.909,0.0499824,305.909,0.0499824,305.909,0.0499824,305.909,0.0499824,305.909,0.0499824,305.909,0.0499824
185,93,305.918,0.0499848,305.918,0.0499848,305.918,0.0499848,305.918,0.0499848,305.918,0.0499848,305.918,0.0499848
186,93.5,305.927,0.0499875,305.927,0.0499875,305.927,0.0499875,305.927,0.0499875,305.927,0.0499875,305.927,0.0499875
187,94,305.935,0.0499899,305.935,0.0499899,305.935,0.0499899,305.935,0.0499899,305.935,0.0499899,305.935,0.0499899
188,94.5,305.944,0.0499931,305.944,0.0499931,305.944,0.0499931,305.944,0.0499931,305.944,0.0499931,305.944,0.0499931
189,95,305.952,0.0499973,305.952,0.0499973,305.952,0.0499973,305.952,0.0499973,305.952,0.0499973,305.952,0.0499973
190,95.5,305.96,0.0500019,305.96,0.0500019,305.96,0.0500019,305.96,0.0500019,305.96,0.0500019,305.96,0.0500019
191,96,305.968,0.0500064,305.968,0.0500064,305.968,0.0500064,305.968,0.0500064,305.968,0.0500064,305.968,0.0500064
192,96.5,305.976,0.0500103,305.976,0.0500103,305.976,0.0500103,305.976,0.0500103,305.976,0.0500103,305.976,0.0500103
193,97,305.983,0.0500146,305.983,0.0500146,305.983,0.0500146,305.983,0.0500146,305.983,0.0500146,305.983,0.0500146
194,97.5,305.991,0.0500194,305.991,0.0500194,305.991,0.0500194,305.991,0.0500194,305.991,0.0500194,305.991,0.0500194
195,98,305.998,0.0500248,305.998,0.0500248,305.998,0.0500248,305.998,0.0500248,305.998,0.0500248,305.998,0.0500248
196,98.5,306.005,0.0500294,306.005,0.0500294,306.005,0.0500294,306.005,0.0500294,306.005,0.0500294,306.005,0.0500294
197,99,306.012,0.0500349,306.012,0.0500349,306.012,0.0500349,306.012,0.0500349,306.012,0.0500349,306.012,0.0500349
198,99.5,306.019,0.0500404,306.019,0.0500404,306.019,0.0500404,306.019,0.0500404,306.019,0.0500404,306.019,0.0500404
199,100,306.025,0.0500474,306.025,0.0500474,306.025,0.0500474,306.025,0.0500474,306.025,0.0500474,306.025,0.0500474
200,100.5,306.032,0.0500542,306.032,0.0500542,306.032,0.0500542,306.032,0.0500542,306.032,0.0500542,306.032,0.0500542
201,101,306.038,0.0500606,306.038,0.0500606,306.038,0.0500606,306.038,0.0500606,306.038,0.0500606,306.038,0.0500606
202,101.5,306.045,0.0500664,306.045,0.0500664,306.045,0.0500664,306.045,0.0500664,306.045,0.0500664,306.045,0.0500664
203,102,306.051,0.0500717,306.051,0.0500717,306.051,0.0500717,306.051,0.0500717,306.051,0.0500717,306.051,0.0500717
204,102.5,306.058,0.0500765,306.058,0.0500765,306.058,0.0500765,306.058,0.0500765,306.058,0.0500765,306.058,0.0500765
205,103,306.064,0.0500789,306.064,0.0500789,306.064,0.0500789,306.064,0.0500789,306.064,0.0500789,306.064,0.0500789
206,103.5,306.071,0.050082,306.071,0.050082,306.071,0.050082,306.071,0.050082,306.071,0.050082,306.071,0.050082
207,104,306.077,0.0500834,306.077,0.0500834,306.077,0.0500834,306.077,0.0500834,306.077,0.0500834,306.077,0.0500834
208,104.5,306.084,0.050084,306.084,0.050084,306.084,0.050084,306.084,0.050084,306.084,0.050084,306.084,0.050084
209,105,306.091,0.0500817,306.091,0.0500817,306.091,0.0500817,306.091,0.0500817,306.091,0.0500817,306.091,0.0500817
210,105.5,306.099,0.0500814,306.099,0.0500814,306.099,0.0500814,306.099,0.0500814,306.099,0.0500814,306.099,0.0500814
211,106,306.106,0.0500799,306.106,0.0500799,306.106,0.0500799,306.106,0.0500799,306.106,0.0500799,306.106,0.0500799
212,106.5,306.114,0.0500784,306.114,0.0500784,306.114,0.0500784,306.114,0.0500784,306.114,0.0500784,306.114,0.0500784
213,107,306.121,0.0500767,306.121,0.0500767,306.121,0.0500767,306.121,0.0500767,306.121,0.0500767,306.121,0.0500767
214,107.5,306.128,0.050075,306.128,0.050075,306.128,0.050075,306.128,0.050075,306.128,0.050075,306.128,0.050075
215,108,306.135,0.0500733,306.135,0.0500733,306.135,0.0500733,306.135,0.0500733,306.135,0.0500733,306.135,0.0500733
