Row ID,Time,avg(T),avg(U (Magnitude)),max(T),max(U (Magnitude)),med(T),med(U (Magnitude)),min(T),min(U (Magnitude)),q1(T),q1(U (Magnitude)),q3(T),q3(U (Magnitude))
432,216.5,306.824,0.0499764,306.824,0.0499764,306.824,0.0499764,306.824,0.0499764,306.824,0.0499764,306.824,0.0499764
433,217,306.825,0.0499784,306.825,0.0499784,306.825,0.0499784,306.825,0.0499784,306.825,0.0499784,306.825,0.0499784
434,217.5,306.825,0.0499804,306.825,0.0499804,306.825,0.0499804,306.825,0.0499804,306.825,0.0499804,306.825,0.0499804
435,218,306.826,0.0499826,306.826,0.0499826,306.826,0.0499826,306.826,0.0499826,306.826,0.0499826,306.826,0.0499826
436,218.5,306.827,0.049985,306.827,0.049985,306.827,0.049985,306.827,0.049985,306.827,0.049985,306.827,0.049985
437,219,306.828,0.0499876,306.828,0.0499876,306.828,0.0499876,306.828,0.0499876,306.828,0.0499876,306.828,0.0499876
438,219.5,306.829,0.0499904,306.829,0.0499904,306.829,0.0499904,306.829,0.0499904,306.829,0.0499904,306.829,0.0499904
439,220,306.83,0.0499934,306.83,0.0499934,306.83,0.0499934,306.83,0.0499934,306.83,0.0499934,306.83,0.0499934
440,220.5,306.831,0.0499974,306.831,0.0499974,306.831,0.0499974,306.831,0.0499974,306.831,0.0499974,306.831,0.0499974
441,221,306.832,0.0500021,306.832,0.0500021,306.832,0.0500021,306.832,0.0500021,306.832,0.0500021,306.832,0.0500021
442,221.5,306.833,0.0500066,306.833,0.0500066,306.833,0.0500066,306.833,0.0500066,306.833,0.0500066,306.833,0.0500066
443,222,306.833,0.0500105,306.833,0.0500105,306.833,0.0500105,306.833,0.0500105,306.833,0.0500105,306.833,0.0500105
444,222.5,306.834,0.0500149,306.834,0.0500149,306.834,0.0500149,306.834,0.0500149,306.834,0.0500149,306.834,0.0500149
445,223,306.834,0.0500196,306.834,0.0500196,306.834,0.0500196,306.834,0.0500196,306.834,0.0500196,306.834,0.0500196
446,223.5,306.835,0.050025,306.835,0.050025,306.835,0.050025,306.835,0.050025,306.835,0.050025,306.835,0.050025
447,224,306.836,0.0500296,306.836,0.0500296,306.836,0.0500296,306.836,0.0500296,306.836,0.0500296,306.836,0.0500296
448,224.5,306.836,0.0500348,306.836,0.0500348,306.836,0.0500348,306.836,0.0500348,306.836,0.0500348,306.836,0.0500348
449,225,306.837,0.0500403,306.837,0.0500403,306.837,0.0500403,306.837,0.0500403,306.837,0.0500403,306.837,0.0500403
450,225.5,306.837,0.0500471,306.837,0.0500471,306.837,0.0500471,306.837,0.0500471,306.837,0.0500471,306.837,0.0500471
451,226,306.838,0.0500539,306.838,0.0500539,306.838,0.0500539,306.838,0.0500539,306.838,0.0500539,306.838,0.0500539
452,226.5,306.839,0.0500603,306.839,0.0500603,306.839,0.0500603,306.839,0.0500603,306.839,0.0500603,306.839,0.0500603
453,227,306.839,0.0500662,306.839,0.0500662,306.839,0.0500662,306.839,0.0500662,306.839,0.0500662,306.839,0.0500662
454,227.5,306.84,0.0500714,306.84,0.0500714,306.84,0.0500714,306.84,0.0500714,306.84,0.0500714,306.84,0.0500714
455,228,306.841,0.0500761,306.841,0.0500761,306.841,0.0500761,306.841,0.0500761,306.841,0.0500761,306.841,0.0500761
456,228.5,306.842,0.0500783,306.842,0.0500783,306.842,0.0500783,306.842,0.0500783,306.842,0.0500783,306.842,0.0500783
457,229,306.843,0.0500814,306.843,0.0500814,306.843,0.0500814,306.843,0.0500814,306.843,0.0500814,306.843,0.0500814
458,229.5,306.845,0.0500837,306.845,0.0500837,306.845,0.0500837,306.845,0.0500837,306.845,0.0500837,306.845,0.0500837
459,230,306.846,0.0500832,306.846,0.0500832,306.846,0.0500832,306.846,0.0500832,306.846,0.0500832,306.846,0.0500832
460,230.5,306.848,0.0500811,306.848,0.0500811,306.848,0.0500811,306.848,0.0500811,306.848,0.0500811,306.848,0.0500811
461,231,306.849,0.050081,306.849,0.050081,306.849,0.050081,306.849,0.050081,306.849,0.050081,306.849,0.050081
462,231.5,306.851,0.0500796,306.851,0.0500796,306.851,0.0500796,306.851,0.0500796,306.851,0.0500796,306.851,0.0500796
463,232,306.853,0.0500782,306.853,0.0500782,306.853,0.0500782,306.853,0.0500782,306.853,0.0500782,306.853,0.0500782
464,232.5,306.855,0.0500766,306.855,0.0500766,306.855,0.0500766,306.855,0.0500766,306.855,0.0500766,306.855,0.0500766
465,233,306.856,0.050075,306.856,0.050075,306.856,0.050075,306.856,0.050075,306.856,0.050075,306.856,0.050075
466,233.5,306.858,0.0500735,306.858,0.0500735,306.858,0.0500735,306.858,0.0500735,306.858,0.0500735,306.858,0.0500735
467,234,306.859,0.0500718,306.859,0.0500718,306.859,0.0500718,306.859,0.0500718,306.859,0.0500718,306.859,0.0500718
468,234.5,306.861,0.0500706,306.861,0.0500706,306.861,0.0500706,306.861,0.0500706,306.861,0.0500706,306.861,0.0500706
469,235,306.862,0.0500698,306.862,0.0500698,306.862,0.0500698,306.862,0.0500698,306.862,0.0500698,306.862,0.0500698
470,235.5,306.863,0.0500691,306.863,0.0500691,306.863,0.0500691,306.863,0.0500691,306.863,0.0500691,306.863,0.0500691
471,236,306.865,0.0500683,306.865,0.0500683,306.865,0.0500683,306.865,0.0500683,306.865,0.0500683,306.865,0.0500683
472,236.5,306.866,0.0500685,306.866,0.0500685,306.866,0.0500685,306.866,0.0500685,306.866,0.0500685,306.866,0.0500685
473,237,306.867,0.0500679,306.867,0.0500679,306.867,0.0500679,306.867,0.0500679,306.867,0.0500679,306.867,0.0500679
474,237.5,306.868,0.0500667,306.868,0.0500667,306.868,0.0500667,306.868,0.0500667,306.868,0.0500667,306.868,0.0500667
475,238,306.869,0.0500649,306.869,0.0500649,306.869,0.0500649,306.869,0.0500649,306.869,0.0500649,306.869,0.0500649
476,238.5,306.869,0.050063,306.869,0.050063,306.869,0.050063,306.869,0.050063,306.869,0.050063,306.869,0.050063
477,239,306.87,0.0500593,306.87,0.0500593,306.87,0.0500593,306.87,0.0500593,306.87,0.0500593,306.87,0.0500593
478,239.5,306.871,0.0500557,306.871,0.0500557,306.871,0.0500557,306.871,0.0500557,306.871,0.0500557,306.871,0.0500557
479,240,306.871,0.0500524,306.871,0.0500524,306.871,0.0500524,306.871,0.0500524,306.871,0.0500524,306.871,0.0500524
480,240.5,306.872,0.0500515,306.872,0.0500515,306.872,0.0500515,306.872,0.0500515,306.872,0.0500515,306.872,0.0500515
481,241,306.873,0.0500507,306.873,0.0500507,306.873,0.0500507,306.873,0.0500507,306.873,0.0500507,306.873,0.0500507
482,241.5,306.873,0.0500499,306.873,0.0500499,306.873,0.0500499,306.873,0.0500499,306.873,0.0500499,306.873,0.0500499
483,242,306.874,0.050049,306.874,0.050049,306.874,0.050049,306.874,0.050049,306.874,0.050049,306.874,0.050049
484,242.5,306.874,0.050048,306.874,0.050048,306.874,0.050048,306.874,0.050048,306.874,0.050048,306.874,0.050048
485,243,306.875,0.0500469,306.875,0.0500469,306.875,0.0500469,306.875,0.0500469,306.875,0.0500469,306.875,0.0500469
486,243.5,306.876,0.0500456,306.876,0.0500456,306.876,0.0500456,306.876,0.0500456,306.876,0.0500456,306.876,0.0500456
487,244,306.877,0.050044,306.877,0.050044,306.877,0.050044,306.877,0.050044,306.877,0.050044,306.877,0.050044
488,244.5,306.878,0.0500419,306.878,0.0500419,306.878,0.0500419,306.878,0.0500419,306.878,0.0500419,306.878,0.0500419
489,245,306.879,0.0500394,306.879,0.0500394,306.879,0.0500394,306.879,0.0500394,306.879,0.0500394,306.879,0.0500394
490,245.5,306.88,0.0500363,306.88,0.0500363,306.88,0.0500363,306.88,0.0500363,306.88,0.0500363,306.88,0.0500363
491,246,306.881,0.0500323,306.881,0.0500323,306.881,0.0500323,306.881,0.0500323,306.881,0.0500323,306.881,0.0500323
492,246.5,306.882,0.0500276,306.882,0.0500276,306.882,0.0500276,306.882,0.0500276,306.882,0.0500276,306.882,0.0500276
493,247,306.884,0.0500187,306.884,0.0500187,306.884,0.0500187,306.884,0.0500187,306.884,0.0500187,306.884,0.0500187
494,247.5,306.885,0.050016,306.885,0.050016,306.885,0.050016,306.885,0.050016,306.885,0.050016,306.885,0.050016
495,248,306.888,0.0500155,306.888,0.0500155,306.888,0.0500155,306.888,0.0500155,306.888,0.0500155,306.888,0.0500155
496,248.5,306.889,0.0500145,306.889,0.0500145,306.889,0.0500145,306.889,0.0500145,306.889,0.0500145,306.889,0.0500145
497,249,306.891,0.0500127,306.891,0.0500127,306.891,0.0500127,306.891,0.0500127,306.891,0.0500127,306.891,0.0500127
498,249.5,306.892,0.0500103,306.892,0.0500103,306.892,0.0500103,306.892,0.0500103,306.892,0.0500103,306.892,0.0500103
499,250,306.893,0.0500079,306.893,0.0500079,306.893,0.0500079,306.893,0.0500079,306.893,0.0500079,306.893,0.0500079
500,250.5,306.894,0.0500042,306.894,0.0500042,306.894,0.0500042,306.894,0.0500042,306.894,0.0500042,306.894,0.0500042
501,251,306.894,0.0500009,306.894,0.0500009,306.894,0.0500009,306.894,0.0500009,306.894,0.0500009,306.894,0.0500009
502,251.5,306.895,0.0500009,306.895,0.0500009,306.895,0.0500009,306.895,0.0500009,306.895,0.0500009,306.895,0.0500009
503,252,306.896,0.0500017,306.896,0.0500017,306.896,0.0500017,306.896,0.0500017,306.896,0.0500017,306.896,0.0500017
504,252.5,306.897,0.0500031,306.897,0.0500031,306.897,0.0500031,306.897,0.0500031,306.897,0.0500031,306.897,0.0500031
505,253,306.898,0.0500047,306.898,0.0500047,306.898,0.0500047,306.898,0.0500047,306.898,0.0500047,306.898,0.0500047
506,253.5,306.899,0.0500066,306.899,0.0500066,306.899,0.0500066,306.899,0.0500066,306.899,0.0500066,306.899,0.0500066
507,254,306.9,0.0500085,306.9,0.0500085,306.9,0.0500085,306.9,0.0500085,306.9,0.0500085,306.9,0.0500085
508,254.5,306.901,0.0500128,306.901,0.0500128,306.901,0.0500128,306.901,0.0500128,306.901,0.0500128,306.901,0.0500128
509,255,306.901,0.0500174,306.901,0.0500174,306.901,0.0500174,306.901,0.0500174,306.901,0.0500174,306.901,0.0500174
510,255.5,306.902,0.0500212,306.902,0.0500212,306.902,0.0500212,306.902,0.0500212,306.902,0.0500212,306.902,0.0500212
511,256,306.903,0.0500265,306.903,0.0500265,306.903,0.0500265,306.903,0.0500265,306.903,0.0500265,306.903,0.0500265
512,256.5,306.905,0.050032,306.905,0.050032,306.905,0.050032,306.905,0.050032,306.905,0.050032,306.905,0.050032
513,257,306.906,0.0500378,306.906,0.0500378,306.906,0.0500378,306.906,0.0500378,306.906,0.0500378,306.906,0.0500378
514,257.5,306.907,0.0500448,306.907,0.0500448,306.907,0.0500448,306.907,0.0500448,306.907,0.0500448,306.907,0.0500448
515,258,306.909,0.0500529,306.909,0.0500529,306.909,0.0500529,306.909,0.0500529,306.909,0.0500529,306.909,0.0500529
516,258.5,306.911,0.0500614,306.911,0.0500614,306.911,0.0500614,306.911,0.0500614,306.911,0.0500614,306.911,0.0500614
517,259,306.913,0.0500686,306.913,0.0500686,306.913,0.0500686,306.913,0.0500686,306.913,0.0500686,306.913,0.0500686
518,259.5,306.915,0.0500754,306.915,0.0500754,306.915,0.0500754,306.915,0.0500754,306.915,0.0500754,306.915,0.0500754
519,260,306.916,0.0500821,306.916,0.0500821,306.916,0.0500821,306.916,0.0500821,306.916,0.0500821,306.916,0.0500821
520,260.5,306.918,0.0500904,306.918,0.0500904,306.918,0.0500904,306.918,0.0500904,306.918,0.0500904,306.918,0.0500904
521,261,306.92,0.0500997,306.92,0.0500997,306.92,0.0500997,306.92,0.0500997,306.92,0.0500997,306.92,0.0500997
522,261.5,306.921,0.050108,306.921,0.050108,306.921,0.050108,306.921,0.050108,306.921,0.050108,306.921,0.050108
523,262,306.923,0.0501173,306.923,0.0501173,306.923,0.0501173,306.923,0.0501173,306.923,0.0501173,306.923,0.0501173
524,262.5,306.924,0.0501235,306.924,0.0501235,306.924,0.0501235,306.924,0.0501235,306.924,0.0501235,306.924,0.0501235
525,263,306.925,0.0501287,306.925,0.0501287,306.925,0.0501287,306.925,0.0501287,306.925,0.0501287,306.925,0.0501287
526,263.5,306.926,0.0501319,306.926,0.0501319,306.926,0.0501319,306.926,0.0501319,306.926,0.0501319,306.926,0.0501319
527,264,306.927,0.0501296,306.927,0.0501296,306.927,0.0501296,306.927,0.0501296,306.927,0.0501296,306.927,0.0501296
528,264.5,306.927,0.0501228,306.927,0.0501228,306.927,0.0501228,306.927,0.0501228,306.927,0.0501228,306.927,0.0501228
529,265,306.928,0.0501138,306.928,0.0501138,306.928,0.0501138,306.928,0.0501138,306.928,0.0501138,306.928,0.0501138
530,265.5,306.928,0.05011,306.928,0.05011,306.928,0.05011,306.928,0.05011,306.928,0.05011,306.928,0.05011
531,266,306.927,0.0501035,306.927,0.0501035,306.927,0.0501035,306.927,0.0501035,306.927,0.0501035,306.927,0.0501035
532,266.5,306.927,0.0500939,306.927,0.0500939,306.927,0.0500939,306.927,0.0500939,306.927,0.0500939,306.927,0.0500939
533,267,306.927,0.0500819,306.927,0.0500819,306.927,0.0500819,306.927,0.0500819,306.927,0.0500819,306.927,0.0500819
534,267.5,306.927,0.0500676,306.927,0.0500676,306.927,0.0500676,306.927,0.0500676,306.927,0.0500676,306.927,0.0500676
535,268,306.926,0.050047,306.926,0.050047,306.926,0.050047,306.926,0.050047,306.926,0.050047,306.926,0.050047
536,268.5,306.925,0.050035,306.925,0.050035,306.925,0.050035,306.925,0.050035,306.925,0.050035,306.925,0.050035
537,269,306.924,0.0500257,306.924,0.0500257,306.924,0.0500257,306.924,0.0500257,306.924,0.0500257,306.924,0.0500257
538,269.5,306.923,0.0500171,306.923,0.0500171,306.923,0.0500171,306.923,0.0500171,306.923,0.0500171,306.923,0.0500171
539,270,306.922,0.0500113,306.922,0.0500113,306.922,0.0500113,306.922,0.0500113,306.922,0.0500113,306.922,0.0500113
540,270.5,306.922,0.0500052,306.922,0.0500052,306.922,0.0500052,306.922,0.0500052,306.922,0.0500052,306.922,0.0500052
541,271,306.921,0.0500001,306.921,0.0500001,306.921,0.0500001,306.921,0.0500001,306.921,0.0500001,306.921,0.0500001
542,271.5,306.92,0.0499914,306.92,0.0499914,306.92,0.0499914,306.92,0.0499914,306.92,0.0499914,306.92,0.0499914
543,272,306.919,0.0499548,306.919,0.0499548,306.919,0.0499548,306.919,0.0499548,306.919,0.0499548,306.919,0.0499548
544,272.5,306.918,0.0499721,306.918,0.0499721,306.918,0.0499721,306.918,0.0499721,306.918,0.0499721,306.918,0.0499721
545,273,306.917,0.0499719,306.917,0.0499719,306.917,0.0499719,306.917,0.0499719,306.917,0.0499719,306.917,0.0499719
546,273.5,306.917,0.04997,306.917,0.04997,306.917,0.04997,306.917,0.04997,306.917,0.04997,306.917,0.04997
547,274,306.917,0.04997,306.917,0.04997,306.917,0.04997,306.917,0.04997,306.917,0.04997,306.917,0.04997
548,274.5,306.916,0.0499699,306.916,0.0499699,306.916,0.0499699,306.916,0.0499699,306.916,0.0499699,306.916,0.0499699
549,275,306.915,0.0499711,306.915,0.0499711,306.915,0.0499711,306.915,0.0499711,306.915,0.0499711,306.915,0.0499711
550,275.5,306.914,0.0499715,306.914,0.0499715,306.914,0.0499715,306.914,0.0499715,306.914,0.0499715,306.914,0.0499715
551,276,306.914,0.0499719,306.914,0.0499719,306.914,0.0499719,306.914,0.0499719,306.914,0.0499719,306.914,0.0499719
552,276.5,306.913,0.0499724,306.913,0.0499724,306.913,0.0499724,306.913,0.0499724,306.913,0.0499724,306.913,0.0499724
553,277,306.912,0.0499726,306.912,0.0499726,306.912,0.0499726,306.912,0.0499726,306.912,0.0499726,306.912,0.0499726
554,277.5,306.912,0.049973,306.912,0.049973,306.912,0.049973,306.912,0.049973,306.912,0.049973,306.912,0.049973
555,278,306.911,0.0499734,306.911,0.0499734,306.911,0.0499734,306.911,0.0499734,306.911,0.0499734,306.911,0.0499734
556,278.5,306.911,0.0499742,306.911,0.0499742,306.911,0.0499742,306.911,0.0499742,306.911,0.0499742,306.911,0.0499742
557,279,306.911,0.0499756,306.911,0.0499756,306.911,0.0499756,306.911,0.0499756,306.911,0.0499756,306.911,0.0499756
558,279.5,306.911,0.0499777,306.911,0.0499777,306.911,0.0499777,306.911,0.0499777,306.911,0.0499777,306.911,0.0499777
559,280,306.911,0.0499796,306.911,0.0499796,306.911,0.0499796,306.911,0.0499796,306.911,0.0499796,306.911,0.0499796
560,280.5,306.912,0.0499817,306.912,0.0499817,306.912,0.0499817,306.912,0.0499817,306.912,0.0499817,306.912,0.0499817
561,281,306.912,0.0499839,306.912,0.0499839,306.912,0.0499839,306.912,0.0499839,306.912,0.0499839,306.912,0.0499839
562,281.5,306.912,0.0499865,306.912,0.0499865,306.912,0.0499865,306.912,0.0499865,306.912,0.0499865,306.912,0.0499865
563,282,306.913,0.0499892,306.913,0.0499892,306.913,0.0499892,306.913,0.0499892,306.913,0.0499892,306.913,0.0499892
564,282.5,306.913,0.0499918,306.913,0.0499918,306.913,0.0499918,306.913,0.0499918,306.913,0.0499918,306.913,0.0499918
565,283,306.913,0.0499954,306.913,0.0499954,306.913,0.0499954,306.913,0.0499954,306.913,0.0499954,306.913,0.0499954
566,283.5,306.913,0.0500001,306.913,0.0500001,306.913,0.0500001,306.913,0.0500001,306.913,0.0500001,306.913,0.0500001
567,284,306.913,0.0500047,306.913,0.0500047,306.913,0.0500047,306.913,0.0500047,306.913,0.0500047,306.913,0.0500047
568,284.5,306.914,0.0500091,306.914,0.0500091,306.914,0.0500091,306.914,0.0500091,306.914,0.0500091,306.914,0.0500091
569,285,306.914,0.050013,306.914,0.050013,306.914,0.050013,306.914,0.050013,306.914,0.050013,306.914,0.050013
570,285.5,306.914,0.0500174,306.914,0.0500174,306.914,0.0500174,306.914,0.0500174,306.914,0.0500174,306.914,0.0500174
571,286,306.914,0.0500226,306.914,0.0500226,306.914,0.0500226,306.914,0.0500226,306.914,0.0500226,306.914,0.0500226
572,286.5,306.914,0.0500279,306.914,0.0500279,306.914,0.0500279,306.914,0.0500279,306.914,0.0500279,306.914,0.0500279
573,287,306.914,0.0500325,306.914,0.0500325,306.914,0.0500325,306.914,0.0500325,306.914,0.0500325,306.914,0.0500325
574,287.5,306.914,0.0500377,306.914,0.0500377,306.914,0.0500377,306.914,0.0500377,306.914,0.0500377,306.914,0.0500377
575,288,306.914,0.050044,306.914,0.050044,306.914,0.050044,306.914,0.050044,306.914,0.050044,306.914,0.050044
576,288.5,306.914,0.050051,306.914,0.050051,306.914,0.050051,306.914,0.050051,306.914,0.050051,306.914,0.050051
577,289,306.914,0.0500576,306.914,0.0500576,306.914,0.0500576,306.914,0.0500576,306.914,0.0500576,306.914,0.0500576
578,289.5,306.914,0.0500638,306.914,0.0500638,306.914,0.0500638,306.914,0.0500638,306.914,0.0500638,306.914,0.0500638
579,290,306.914,0.0500692,306.914,0.0500692,306.914,0.0500692,306.914,0.0500692,306.914,0.0500692,306.914,0.0500692
580,290.5,306.915,0.0500742,306.915,0.0500742,306.915,0.0500742,306.915,0.0500742,306.915,0.0500742,306.915,0.0500742
581,291,306.915,0.0500777,306.915,0.0500777,306.915,0.0500777,306.915,0.0500777,306.915,0.0500777,306.915,0.0500777
582,291.5,306.916,0.0500801,306.916,0.0500801,306.916,0.0500801,306.916,0.0500801,306.916,0.0500801,306.916,0.0500801
583,292,306.917,0.0500829,306.917,0.0500829,306.917,0.0500829,306.917,0.0500829,306.917,0.0500829,306.917,0.0500829
584,292.5,306.918,0.0500834,306.918,0.0500834,306.918,0.0500834,306.918,0.0500834,306.918,0.0500834,306.918,0.0500834
585,293,306.919,0.0500827,306.919,0.0500827,306.919,0.0500827,306.919,0.0500827,306.919,0.0500827,306.919,0.0500827
586,293.5,306.92,0.0500816,306.92,0.0500816,306.92,0.0500816,306.92,0.0500816,306.92,0.0500816,306.92,0.0500816
587,294,306.921,0.0500803,306.921,0.0500803,306.921,0.0500803,306.921,0.0500803,306.921,0.0500803,306.921,0.0500803
588,294.5,306.923,0.0500789,306.923,0.0500789,306.923,0.0500789,306.923,0.0500789,306.923,0.0500789,306.923,0.0500789
589,295,306.924,0.0500773,306.924,0.0500773,306.924,0.0500773,306.924,0.0500773,306.924,0.0500773,306.924,0.0500773
590,295.5,306.925,0.0500757,306.925,0.0500757,306.925,0.0500757,306.925,0.0500757,306.925,0.0500757,306.925,0.0500757
591,296,306.926,0.0500741,306.926,0.0500741,306.926,0.0500741,306.926,0.0500741,306.926,0.0500741,306.926,0.0500741
592,296.5,306.927,0.0500725,306.927,0.0500725,306.927,0.0500725,306.927,0.0500725,306.927,0.0500725,306.927,0.0500725
593,297,306.928,0.050071,306.928,0.050071,306.928,0.050071,306.928,0.050071,306.928,0.050071,306.928,0.050071
594,297.5,306.929,0.0500701,306.929,0.0500701,306.929,0.0500701,306.929,0.0500701,306.929,0.0500701,306.929,0.0500701
595,298,306.93,0.0500694,306.93,0.0500694,306.93,0.0500694,306.93,0.0500694,306.93,0.0500694,306.93,0.0500694
596,298.5,306.931,0.0500687,306.931,0.0500687,306.931,0.0500687,306.931,0.0500687,306.931,0.0500687,306.931,0.0500687
597,299,306.931,0.0500689,306.931,0.0500689,306.931,0.0500689,306.931,0.0500689,306.931,0.0500689,306.931,0.0500689
598,299.5,306.932,0.0500684,306.932,0.0500684,306.932,0.0500684,306.932,0.0500684,306.932,0.0500684,306.932,0.0500684
599,300,306.933,0.0500672,306.933,0.0500672,306.933,0.0500672,306.933,0.0500672,306.933,0.0500672,306.933,0.0500672
