Block Name,Row ID,N,Time,avg(Area),avg(T),avg(U (0)),avg(U (1)),avg(U (2)),avg(U (Magnitude)),avg(vtkOriginalCellIds),max(Area),max(T),max(U (0)),max(U (1)),max(U (2)),max(U (Magnitude)),max(vtkOriginalCellIds),med(Area),med(T),med(U (0)),med(U (1)),med(U (2)),med(U (Magnitude)),med(vtkOriginalCellIds),min(Area),min(T),min(U (0)),min(U (1)),min(U (2)),min(U (Magnitude)),min(vtkOriginalCellIds),q1(Area),q1(T),q1(U (0)),q1(U (1)),q1(U (2)),q1(U (Magnitude)),q1(vtkOriginalCellIds),q3(Area),q3(T),q3(U (0)),q3(U (1)),q3(U (2)),q3(U (Magnitude)),q3(vtkOriginalCellIds),std(Area),std(T),std(U (0)),std(U (1)),std(U (2)),std(U (Magnitude)),std(vtkOriginalCellIds),vtkValidPointMask
stats,10,1,5.5,0.00500595,302.8,-0.0999009,4.54631e-05,-0.00442544,0.0999988,0,0.00500595,302.8,-0.0999009,4.54631e-05,-0.00442544,0.0999988,0,0.00500595,302.8,-0.0999009,4.54631e-05,-0.00442544,0.0999988,0,0.00500595,302.8,-0.0999009,4.54631e-05,-0.00442544,0.0999988,0,0.00500595,302.8,-0.0999009,4.54631e-05,-0.00442544,0.0999988,0,0.00500595,302.8,-0.0999009,4.54631e-05,-0.00442544,0.0999988,0,0,0,0,0,0,0,0,1
stats,11,1,6,0.00500595,302.8,-0.0999065,3.39477e-05,-0.00425956,0.0999973,0,0.00500595,302.8,-0.0999065,3.39477e-05,-0.00425956,0.0999973,0,0.00500595,302.8,-0.0999065,3.39477e-05,-0.00425956,0.0999973,0,0.00500595,302.8,-0.0999065,3.39477e-05,-0.00425956,0.0999973,0,0.00500595,302.8,-0.0999065,3.39477e-05,-0.00425956,0.0999973,0,0.00500595,302.8,-0.0999065,3.39477e-05,-0.00425956,0.0999973,0,0,0,0,0,0,0,0,1
stats,12,1,6.5,0.00500595,302.8,-0.0999114,3.83629e-06,-0.0038909,0.0999872,0,0.00500595,302.8,-0.0999114,3.83629e-06,-0.0038909,0.0999872,0,0.00500595,302.8,-0.0999114,3.83629e-06,-0.0038909,0.0999872,0,0.00500595,302.8,-0.0999114,3.83629e-06,-0.0038909,0.0999872,0,0.00500595,302.8,-0.0999114,3.83629e-06,-0.0038909,0.0999872,0,0.00500595,302.8,-0.0999114,3.83629e-06,-0.0038909,0.0999872,0,0,0,0,0,0,0,0,1
stats,13,1,7,0.00500595,302.8,-0.0999083,-3.49844e-05,-0.00306313,0.0999552,0,0.00500595,302.8,-0.0999083,-3.49844e-05,-0.00306313,0.0999552,0,0.00500595,302.8,-0.0999083,-3.49844e-05,-0.00306313,0.0999552,0,0.00500595,302.8,-0.0999083,-3.49844e-05,-0.00306313,0.0999552,0,0.00500595,302.8,-0.0999083,-3.49844e-05,-0.00306313,0.0999552,0,0.00500595,302.8,-0.0999083,-3.49844e-05,-0.00306313,0.0999552,0,0,0,0,0,0,0,0,1
stats,14,1,7.5,0.00500595,302.8,-0.0999333,-5.22713e-05,-0.00220336,0.0999576,0,0.00500595,302.8,-0.0999333,-5.22713e-05,-0.00220336,0.0999576,0,0.00500595,302.8,-0.0999333,-5.22713e-05,-0.00220336,0.0999576,0,0.00500595,302.8,-0.0999333,-5.22713e-05,-0.00220336,0.0999576,0,0.00500595,302.8,-0.0999333,-5.22713e-05,-0.00220336,0.0999576,0,0.00500595,302.8,-0.0999333,-5.22713e-05,-0.00220336,0.0999576,0,0,0,0,0,0,0,0,1
stats,15,1,8,0.00500595,302.8,-0.0999417,-0.000186519,-0.00188802,0.0999597,0,0.00500595,302.8,-0.0999417,-0.000186519,-0.00188802,0.0999597,0,0.00500595,302.8,-0.0999417,-0.000186519,-0.00188802,0.0999597,0,0.00500595,302.8,-0.0999417,-0.000186519,-0.00188802,0.0999597,0,0.00500595,302.8,-0.0999417,-0.000186519,-0.00188802,0.0999597,0,0.00500595,302.8,-0.0999417,-0.000186519,-0.00188802,0.0999597,0,0,0,0,0,0,0,0,1
stats,16,1,8.5,0.00500595,302.8,-0.0999479,-0.000315154,-0.000654406,0.0999506,0,0.00500595,302.8,-0.0999479,-0.000315154,-0.000654406,0.0999506,0,0.00500595,302.8,-0.0999479,-0.000315154,-0.000654406,0.0999506,0,0.00500595,302.8,-0.0999479,-0.000315154,-0.000654406,0.0999506,0,0.00500595,302.8,-0.0999479,-0.000315154,-0.000654406,0.0999506,0,0.00500595,302.8,-0.0999479,-0.000315154,-0.000654406,0.0999506,0,0,0,0,0,0,0,0,1
stats,17,1,9,0.00500595,302.8,-0.0999467,-0.000437755,0.000924092,0.0999519,0,0.00500595,302.8,-0.0999467,-0.000437755,0.000924092,0.0999519,0,0.00500595,302.8,-0.0999467,-0.000437755,0.000924092,0.0999519,0,0.00500595,302.8,-0.0999467,-0.000437755,0.000924092,0.0999519,0,0.00500595,302.8,-0.0999467,-0.000437755,0.000924092,0.0999519,0,0.00500595,302.8,-0.0999467,-0.000437755,0.000924092,0.0999519,0,0,0,0,0,0,0,0,1
stats,18,1,9.5,0.00500595,302.8,-0.0999365,-0.000385595,0.00193005,0.0999559,0,0.00500595,302.8,-0.0999365,-0.000385595,0.00193005,0.0999559,0,0.00500595,302.8,-0.0999365,-0.000385595,0.00193005,0.0999559,0,0.00500595,302.8,-0.0999365,-0.000385595,0.00193005,0.0999559,0,0.00500595,302.8,-0.0999365,-0.000385595,0.00193005,0.0999559,0,0.00500595,302.8,-0.0999365,-0.000385595,0.00193005,0.0999559,0,0,0,0,0,0,0,0,1
stats,19,1,10,0.00500595,302.8,-0.0999287,-0.000274561,0.00242988,0.0999586,0,0.00500595,302.8,-0.0999287,-0.000274561,0.00242988,0.0999586,0,0.00500595,302.8,-0.0999287,-0.000274561,0.00242988,0.0999586,0,0.00500595,302.8,-0.0999287,-0.000274561,0.00242988,0.0999586,0,0.00500595,302.8,-0.0999287,-0.000274561,0.00242988,0.0999586,0,0.00500595,302.8,-0.0999287,-0.000274561,0.00242988,0.0999586,0,0,0,0,0,0,0,0,1
stats,20,1,10.5,0.00500595,302.8,-0.0999277,-0.000119109,0.00275843,0.0999658,0,0.00500595,302.8,-0.0999277,-0.000119109,0.00275843,0.0999658,0,0.00500595,302.8,-0.0999277,-0.000119109,0.00275843,0.0999658,0,0.00500595,302.8,-0.0999277,-0.000119109,0.00275843,0.0999658,0,0.00500595,302.8,-0.0999277,-0.000119109,0.00275843,0.0999658,0,0.00500595,302.8,-0.0999277,-0.000119109,0.00275843,0.0999658,0,0,0,0,0,0,0,0,1
stats,21,1,11,0.00500595,302.8,-0.0999263,6.35534e-05,0.00312185,0.0999751,0,0.00500595,302.8,-0.0999263,6.35534e-05,0.00312185,0.0999751,0,0.00500595,302.8,-0.0999263,6.35534e-05,0.00312185,0.0999751,0,0.00500595,302.8,-0.0999263,6.35534e-05,0.00312185,0.0999751,0,0.00500595,302.8,-0.0999263,6.35534e-05,0.00312185,0.0999751,0,0.00500595,302.8,-0.0999263,6.35534e-05,0.00312185,0.0999751,0,0,0,0,0,0,0,0,1
stats,22,1,11.5,0.00500595,302.8,-0.0999251,0.000314935,0.00359341,0.0999902,0,0.00500595,302.8,-0.0999251,0.000314935,0.00359341,0.0999902,0,0.00500595,302.8,-0.0999251,0.000314935,0.00359341,0.0999902,0,0.00500595,302.8,-0.0999251,0.000314935,0.00359341,0.0999902,0,0.00500595,302.8,-0.0999251,0.000314935,0.00359341,0.0999902,0,0.00500595,302.8,-0.0999251,0.000314935,0.00359341,0.0999902,0,0,0,0,0,0,0,0,1
stats,23,1,12,0.00500595,302.8,-0.0999203,0.00062509,0.00394996,0.1,0,0.00500595,302.8,-0.0999203,0.00062509,0.00394996,0.1,0,0.00500595,302.8,-0.0999203,0.00062509,0.00394996,0.1,0,0.00500595,302.8,-0.0999203,0.00062509,0.00394996,0.1,0,0.00500595,302.8,-0.0999203,0.00062509,0.00394996,0.1,0,0.00500595,302.8,-0.0999203,0.00062509,0.00394996,0.1,0,0,0,0,0,0,0,0,1
stats,24,1,12.5,0.00500595,302.8,-0.0999113,0.00090347,0.0043009,0.100008,0,0.00500595,302.8,-0.0999113,0.00090347,0.0043009,0.100008,0,0.00500595,302.8,-0.0999113,0.00090347,0.0043009,0.100008,0,0.00500595,302.8,-0.0999113,0.00090347,0.0043009,0.100008,0,0.00500595,302.8,-0.0999113,0.00090347,0.0043009,0.100008,0,0.00500595,302.8,-0.0999113,0.00090347,0.0043009,0.100008,0,0,0,0,0,0,0,0,1
stats,25,1,13,0.00500595,302.8,-0.0998912,0.00122443,0.00441531,0.0999962,0,0.00500595,302.8,-0.0998912,0.00122443,0.00441531,0.0999962,0,0.00500595,302.8,-0.0998912,0.00122443,0.00441531,0.0999962,0,0.00500595,302.8,-0.0998912,0.00122443,0.00441531,0.0999962,0,0.00500595,302.8,-0.0998912,0.00122443,0.00441531,0.0999962,0,0.00500595,302.8,-0.0998912,0.00122443,0.00441531,0.0999962,0,0,0,0,0,0,0,0,1
stats,26,1,13.5,0.00500595,302.8,-0.0998852,0.00168581,0.00443848,0.099998,0,0.00500595,302.8,-0.0998852,0.00168581,0.00443848,0.099998,0,0.00500595,302.8,-0.0998852,0.00168581,0.00443848,0.099998,0,0.00500595,302.8,-0.0998852,0.00168581,0.00443848,0.099998,0,0.00500595,302.8,-0.0998852,0.00168581,0.00443848,0.099998,0,0.00500595,302.8,-0.0998852,0.00168581,0.00443848,0.099998,0,0,0,0,0,0,0,0,1
stats,27,1,14,0.00500595,302.8,-0.0998966,0.00208365,0.00460967,0.100025,0,0.00500595,302.8,-0.0998966,0.00208365,0.00460967,0.100025,0,0.00500595,302.8,-0.0998966,0.00208365,0.00460967,0.100025,0,0.00500595,302.8,-0.0998966,0.00208365,0.00460967,0.100025,0,0.00500595,302.8,-0.0998966,0.00208365,0.00460967,0.100025,0,0.00500595,302.8,-0.0998966,0.00208365,0.00460967,0.100025,0,0,0,0,0,0,0,0,1
stats,28,1,14.5,0.00500595,302.8,-0.0999003,0.00235501,0.00487818,0.100047,0,0.00500595,302.8,-0.0999003,0.00235501,0.00487818,0.100047,0,0.00500595,302.8,-0.0999003,0.00235501,0.00487818,0.100047,0,0.00500595,302.8,-0.0999003,0.00235501,0.00487818,0.100047,0,0.00500595,302.8,-0.0999003,0.00235501,0.00487818,0.100047,0,0.00500595,302.8,-0.0999003,0.00235501,0.00487818,0.100047,0,0,0,0,0,0,0,0,1
