Block Name,Row ID,N,Time,avg(Area),avg(T),avg(U (0)),avg(U (1)),avg(U (2)),avg(U (Magnitude)),avg(vtkOriginalCellIds),max(Area),max(T),max(U (0)),max(U (1)),max(U (2)),max(U (Magnitude)),max(vtkOriginalCellIds),med(Area),med(T),med(U (0)),med(U (1)),med(U (2)),med(U (Magnitude)),med(vtkOriginalCellIds),min(Area),min(T),min(U (0)),min(U (1)),min(U (2)),min(U (Magnitude)),min(vtkOriginalCellIds),q1(Area),q1(T),q1(U (0)),q1(U (1)),q1(U (2)),q1(U (Magnitude)),q1(vtkOriginalCellIds),q3(Area),q3(T),q3(U (0)),q3(U (1)),q3(U (2)),q3(U (Magnitude)),q3(vtkOriginalCellIds),std(Area),std(T),std(U (0)),std(U (1)),std(U (2)),std(U (Magnitude)),std(vtkOriginalCellIds),vtkValidPointMask
stats,144,1,72.5,0.00500595,304.582,-0.0998736,0.00687217,0.0061346,0.100298,0,0.00500595,304.582,-0.0998736,0.00687217,0.0061346,0.100298,0,0.00500595,304.582,-0.0998736,0.00687217,0.0061346,0.100298,0,0.00500595,304.582,-0.0998736,0.00687217,0.0061346,0.100298,0,0.00500595,304.582,-0.0998736,0.00687217,0.0061346,0.100298,0,0.00500595,304.582,-0.0998736,0.00687217,0.0061346,0.100298,0,0,0,0,0,0,0,0,1
stats,145,1,73,0.00500595,304.588,-0.0998803,0.00656634,0.00605788,0.100279,0,0.00500595,304.588,-0.0998803,0.00656634,0.00605788,0.100279,0,0.00500595,304.588,-0.0998803,0.00656634,0.00605788,0.100279,0,0.00500595,304.588,-0.0998803,0.00656634,0.00605788,0.100279,0,0.00500595,304.588,-0.0998803,0.00656634,0.00605788,0.100279,0,0.00500595,304.588,-0.0998803,0.00656634,0.00605788,0.100279,0,0,0,0,0,0,0,0,1
stats,146,1,73.5,0.00500595,304.595,-0.0998567,0.0058651,0.0057718,0.100195,0,0.00500595,304.595,-0.0998567,0.0058651,0.0057718,0.100195,0,0.00500595,304.595,-0.0998567,0.0058651,0.0057718,0.100195,0,0.00500595,304.595,-0.0998567,0.0058651,0.0057718,0.100195,0,0.00500595,304.595,-0.0998567,0.0058651,0.0057718,0.100195,0,0.00500595,304.595,-0.0998567,0.0058651,0.0057718,0.100195,0,0,0,0,0,0,0,0,1
stats,147,1,74,0.00500595,304.604,-0.099884,0.00476569,0.00540678,0.100144,0,0.00500595,304.604,-0.099884,0.00476569,0.00540678,0.100144,0,0.00500595,304.604,-0.099884,0.00476569,0.00540678,0.100144,0,0.00500595,304.604,-0.099884,0.00476569,0.00540678,0.100144,0,0.00500595,304.604,-0.099884,0.00476569,0.00540678,0.100144,0,0.00500595,304.604,-0.099884,0.00476569,0.00540678,0.100144,0,0,0,0,0,0,0,0,1
stats,148,1,74.5,0.00500595,304.611,-0.0998803,0.00437754,0.00522855,0.100113,0,0.00500595,304.611,-0.0998803,0.00437754,0.00522855,0.100113,0,0.00500595,304.611,-0.0998803,0.00437754,0.00522855,0.100113,0,0.00500595,304.611,-0.0998803,0.00437754,0.00522855,0.100113,0,0.00500595,304.611,-0.0998803,0.00437754,0.00522855,0.100113,0,0.00500595,304.611,-0.0998803,0.00437754,0.00522855,0.100113,0,0,0,0,0,0,0,0,1
stats,149,1,75,0.00500595,304.617,-0.0998905,0.00427254,0.00514206,0.100114,0,0.00500595,304.617,-0.0998905,0.00427254,0.00514206,0.100114,0,0.00500595,304.617,-0.0998905,0.00427254,0.00514206,0.100114,0,0.00500595,304.617,-0.0998905,0.00427254,0.00514206,0.100114,0,0.00500595,304.617,-0.0998905,0.00427254,0.00514206,0.100114,0,0.00500595,304.617,-0.0998905,0.00427254,0.00514206,0.100114,0,0,0,0,0,0,0,0,1
stats,150,1,75.5,0.00500595,304.622,-0.0998874,0.00441794,0.00530187,0.100126,0,0.00500595,304.622,-0.0998874,0.00441794,0.00530187,0.100126,0,0.00500595,304.622,-0.0998874,0.00441794,0.00530187,0.100126,0,0.00500595,304.622,-0.0998874,0.00441794,0.00530187,0.100126,0,0.00500595,304.622,-0.0998874,0.00441794,0.00530187,0.100126,0,0.00500595,304.622,-0.0998874,0.00441794,0.00530187,0.100126,0,0,0,0,0,0,0,0,1
stats,151,1,76,0.00500595,304.627,-0.0998805,0.00454353,0.00554983,0.100138,0,0.00500595,304.627,-0.0998805,0.00454353,0.00554983,0.100138,0,0.00500595,304.627,-0.0998805,0.00454353,0.00554983,0.100138,0,0.00500595,304.627,-0.0998805,0.00454353,0.00554983,0.100138,0,0.00500595,304.627,-0.0998805,0.00454353,0.00554983,0.100138,0,0.00500595,304.627,-0.0998805,0.00454353,0.00554983,0.100138,0,0,0,0,0,0,0,0,1
stats,152,1,76.5,0.00500595,304.632,-0.0998767,0.00465636,0.00567963,0.100146,0,0.00500595,304.632,-0.0998767,0.00465636,0.00567963,0.100146,0,0.00500595,304.632,-0.0998767,0.00465636,0.00567963,0.100146,0,0.00500595,304.632,-0.0998767,0.00465636,0.00567963,0.100146,0,0.00500595,304.632,-0.0998767,0.00465636,0.00567963,0.100146,0,0.00500595,304.632,-0.0998767,0.00465636,0.00567963,0.100146,0,0,0,0,0,0,0,0,1
stats,153,1,77,0.00500595,304.637,-0.099874,0.00481075,0.00579191,0.100157,0,0.00500595,304.637,-0.099874,0.00481075,0.00579191,0.100157,0,0.00500595,304.637,-0.099874,0.00481075,0.00579191,0.100157,0,0.00500595,304.637,-0.099874,0.00481075,0.00579191,0.100157,0,0.00500595,304.637,-0.099874,0.00481075,0.00579191,0.100157,0,0.00500595,304.637,-0.099874,0.00481075,0.00579191,0.100157,0,0,0,0,0,0,0,0,1
stats,154,1,77.5,0.00500595,304.641,-0.0998711,0.0050334,0.00590478,0.100172,0,0.00500595,304.641,-0.0998711,0.0050334,0.00590478,0.100172,0,0.00500595,304.641,-0.0998711,0.0050334,0.00590478,0.100172,0,0.00500595,304.641,-0.0998711,0.0050334,0.00590478,0.100172,0,0.00500595,304.641,-0.0998711,0.0050334,0.00590478,0.100172,0,0.00500595,304.641,-0.0998711,0.0050334,0.00590478,0.100172,0,0,0,0,0,0,0,0,1
stats,155,1,78,0.00500595,304.646,-0.0998688,0.00515617,0.00592606,0.100177,0,0.00500595,304.646,-0.0998688,0.00515617,0.00592606,0.100177,0,0.00500595,304.646,-0.0998688,0.00515617,0.00592606,0.100177,0,0.00500595,304.646,-0.0998688,0.00515617,0.00592606,0.100177,0,0.00500595,304.646,-0.0998688,0.00515617,0.00592606,0.100177,0,0.00500595,304.646,-0.0998688,0.00515617,0.00592606,0.100177,0,0,0,0,0,0,0,0,1
stats,156,1,78.5,0.00500595,304.65,-0.0998689,0.00512394,0.00581872,0.100169,0,0.00500595,304.65,-0.0998689,0.00512394,0.00581872,0.100169,0,0.00500595,304.65,-0.0998689,0.00512394,0.00581872,0.100169,0,0.00500595,304.65,-0.0998689,0.00512394,0.00581872,0.100169,0,0.00500595,304.65,-0.0998689,0.00512394,0.00581872,0.100169,0,0.00500595,304.65,-0.0998689,0.00512394,0.00581872,0.100169,0,0,0,0,0,0,0,0,1
stats,157,1,79,0.00500595,304.655,-0.0998716,0.00504146,0.00563902,0.100158,0,0.00500595,304.655,-0.0998716,0.00504146,0.00563902,0.100158,0,0.00500595,304.655,-0.0998716,0.00504146,0.00563902,0.100158,0,0.00500595,304.655,-0.0998716,0.00504146,0.00563902,0.100158,0,0.00500595,304.655,-0.0998716,0.00504146,0.00563902,0.100158,0,0.00500595,304.655,-0.0998716,0.00504146,0.00563902,0.100158,0,0,0,0,0,0,0,0,1
stats,158,1,79.5,0.00500595,304.66,-0.0998743,0.00490867,0.00551641,0.100147,0,0.00500595,304.66,-0.0998743,0.00490867,0.00551641,0.100147,0,0.00500595,304.66,-0.0998743,0.00490867,0.00551641,0.100147,0,0.00500595,304.66,-0.0998743,0.00490867,0.00551641,0.100147,0,0.00500595,304.66,-0.0998743,0.00490867,0.00551641,0.100147,0,0.00500595,304.66,-0.0998743,0.00490867,0.00551641,0.100147,0,0,0,0,0,0,0,0,1
stats,159,1,80,0.00500595,304.664,-0.0998775,0.00476675,0.005387,0.100136,0,0.00500595,304.664,-0.0998775,0.00476675,0.005387,0.100136,0,0.00500595,304.664,-0.0998775,0.00476675,0.005387,0.100136,0,0.00500595,304.664,-0.0998775,0.00476675,0.005387,0.100136,0,0.00500595,304.664,-0.0998775,0.00476675,0.005387,0.100136,0,0.00500595,304.664,-0.0998775,0.00476675,0.005387,0.100136,0,0,0,0,0,0,0,0,1
stats,160,1,80.5,0.00500595,304.669,-0.0998806,0.00465562,0.00529946,0.100129,0,0.00500595,304.669,-0.0998806,0.00465562,0.00529946,0.100129,0,0.00500595,304.669,-0.0998806,0.00465562,0.00529946,0.100129,0,0.00500595,304.669,-0.0998806,0.00465562,0.00529946,0.100129,0,0.00500595,304.669,-0.0998806,0.00465562,0.00529946,0.100129,0,0.00500595,304.669,-0.0998806,0.00465562,0.00529946,0.100129,0,0,0,0,0,0,0,0,1
stats,161,1,81,0.00500595,304.673,-0.0998827,0.00457703,0.00524982,0.100125,0,0.00500595,304.673,-0.0998827,0.00457703,0.00524982,0.100125,0,0.00500595,304.673,-0.0998827,0.00457703,0.00524982,0.100125,0,0.00500595,304.673,-0.0998827,0.00457703,0.00524982,0.100125,0,0.00500595,304.673,-0.0998827,0.00457703,0.00524982,0.100125,0,0.00500595,304.673,-0.0998827,0.00457703,0.00524982,0.100125,0,0,0,0,0,0,0,0,1
stats,162,1,81.5,0.00500595,304.677,-0.0998837,0.00453922,0.00524343,0.100124,0,0.00500595,304.677,-0.0998837,0.00453922,0.00524343,0.100124,0,0.00500595,304.677,-0.0998837,0.00453922,0.00524343,0.100124,0,0.00500595,304.677,-0.0998837,0.00453922,0.00524343,0.100124,0,0.00500595,304.677,-0.0998837,0.00453922,0.00524343,0.100124,0,0.00500595,304.677,-0.0998837,0.00453922,0.00524343,0.100124,0,0,0,0,0,0,0,0,1
stats,163,1,82,0.00500595,304.681,-0.0998832,0.00454013,0.00525789,0.100125,0,0.00500595,304.681,-0.0998832,0.00454013,0.00525789,0.100125,0,0.00500595,304.681,-0.0998832,0.00454013,0.00525789,0.100125,0,0.00500595,304.681,-0.0998832,0.00454013,0.00525789,0.100125,0,0.00500595,304.681,-0.0998832,0.00454013,0.00525789,0.100125,0,0.00500595,304.681,-0.0998832,0.00454013,0.00525789,0.100125,0,0,0,0,0,0,0,0,1
stats,164,1,82.5,0.00500595,304.685,-0.0998817,0.00458966,0.00532372,0.100129,0,0.00500595,304.685,-0.0998817,0.00458966,0.00532372,0.100129,0,0.00500595,304.685,-0.0998817,0.00458966,0.00532372,0.100129,0,0.00500595,304.685,-0.0998817,0.00458966,0.00532372,0.100129,0,0.00500595,304.685,-0.0998817,0.00458966,0.00532372,0.100129,0,0.00500595,304.685,-0.0998817,0.00458966,0.00532372,0.100129,0,0,0,0,0,0,0,0,1
stats,165,1,83,0.00500595,304.689,-0.0998799,0.00467031,0.00539865,0.100135,0,0.00500595,304.689,-0.0998799,0.00467031,0.00539865,0.100135,0,0.00500595,304.689,-0.0998799,0.00467031,0.00539865,0.100135,0,0.00500595,304.689,-0.0998799,0.00467031,0.00539865,0.100135,0,0.00500595,304.689,-0.0998799,0.00467031,0.00539865,0.100135,0,0.00500595,304.689,-0.0998799,0.00467031,0.00539865,0.100135,0,0,0,0,0,0,0,0,1
stats,166,1,83.5,0.00500595,304.692,-0.0998777,0.00475576,0.00545344,0.100139,0,0.00500595,304.692,-0.0998777,0.00475576,0.00545344,0.100139,0,0.00500595,304.692,-0.0998777,0.00475576,0.00545344,0.100139,0,0.00500595,304.692,-0.0998777,0.00475576,0.00545344,0.100139,0,0.00500595,304.692,-0.0998777,0.00475576,0.00545344,0.100139,0,0.00500595,304.692,-0.0998777,0.00475576,0.00545344,0.100139,0,0,0,0,0,0,0,0,1
stats,167,1,84,0.00500595,304.696,-0.0998762,0.00485472,0.00552548,0.100147,0,0.00500595,304.696,-0.0998762,0.00485472,0.00552548,0.100147,0,0.00500595,304.696,-0.0998762,0.00485472,0.00552548,0.100147,0,0.00500595,304.696,-0.0998762,0.00485472,0.00552548,0.100147,0,0.00500595,304.696,-0.0998762,0.00485472,0.00552548,0.100147,0,0.00500595,304.696,-0.0998762,0.00485472,0.00552548,0.100147,0,0,0,0,0,0,0,0,1
stats,168,1,84.5,0.00500595,304.699,-0.0998746,0.00494775,0.00559378,0.100153,0,0.00500595,304.699,-0.0998746,0.00494775,0.00559378,0.100153,0,0.00500595,304.699,-0.0998746,0.00494775,0.00559378,0.100153,0,0.00500595,304.699,-0.0998746,0.00494775,0.00559378,0.100153,0,0.00500595,304.699,-0.0998746,0.00494775,0.00559378,0.100153,0,0.00500595,304.699,-0.0998746,0.00494775,0.00559378,0.100153,0,0,0,0,0,0,0,0,1
stats,169,1,85,0.00500595,304.703,-0.0998725,0.0050124,0.00564379,0.100157,0,0.00500595,304.703,-0.0998725,0.0050124,0.00564379,0.100157,0,0.00500595,304.703,-0.0998725,0.0050124,0.00564379,0.100157,0,0.00500595,304.703,-0.0998725,0.0050124,0.00564379,0.100157,0,0.00500595,304.703,-0.0998725,0.0050124,0.00564379,0.100157,0,0.00500595,304.703,-0.0998725,0.0050124,0.00564379,0.100157,0,0,0,0,0,0,0,0,1
stats,170,1,85.5,0.00500595,304.707,-0.0998704,0.00502368,0.00565117,0.100156,0,0.00500595,304.707,-0.0998704,0.00502368,0.00565117,0.100156,0,0.00500595,304.707,-0.0998704,0.00502368,0.00565117,0.100156,0,0.00500595,304.707,-0.0998704,0.00502368,0.00565117,0.100156,0,0.00500595,304.707,-0.0998704,0.00502368,0.00565117,0.100156,0,0.00500595,304.707,-0.0998704,0.00502368,0.00565117,0.100156,0,0,0,0,0,0,0,0,1
stats,171,1,86,0.00500595,304.711,-0.0998691,0.00497247,0.00562703,0.100151,0,0.00500595,304.711,-0.0998691,0.00497247,0.00562703,0.100151,0,0.00500595,304.711,-0.0998691,0.00497247,0.00562703,0.100151,0,0.00500595,304.711,-0.0998691,0.00497247,0.00562703,0.100151,0,0.00500595,304.711,-0.0998691,0.00497247,0.00562703,0.100151,0,0.00500595,304.711,-0.0998691,0.00497247,0.00562703,0.100151,0,0,0,0,0,0,0,0,1
stats,172,1,86.5,0.00500595,304.715,-0.0998704,0.00488776,0.00559907,0.100147,0,0.00500595,304.715,-0.0998704,0.00488776,0.00559907,0.100147,0,0.00500595,304.715,-0.0998704,0.00488776,0.00559907,0.100147,0,0.00500595,304.715,-0.0998704,0.00488776,0.00559907,0.100147,0,0.00500595,304.715,-0.0998704,0.00488776,0.00559907,0.100147,0,0.00500595,304.715,-0.0998704,0.00488776,0.00559907,0.100147,0,0,0,0,0,0,0,0,1
stats,173,1,87,0.00500595,304.719,-0.0998728,0.00479886,0.00554758,0.100142,0,0.00500595,304.719,-0.0998728,0.00479886,0.00554758,0.100142,0,0.00500595,304.719,-0.0998728,0.00479886,0.00554758,0.100142,0,0.00500595,304.719,-0.0998728,0.00479886,0.00554758,0.100142,0,0.00500595,304.719,-0.0998728,0.00479886,0.00554758,0.100142,0,0.00500595,304.719,-0.0998728,0.00479886,0.00554758,0.100142,0,0,0,0,0,0,0,0,1
stats,174,1,87.5,0.00500595,304.722,-0.0998747,0.00472356,0.00550706,0.100138,0,0.00500595,304.722,-0.0998747,0.00472356,0.00550706,0.100138,0,0.00500595,304.722,-0.0998747,0.00472356,0.00550706,0.100138,0,0.00500595,304.722,-0.0998747,0.00472356,0.00550706,0.100138,0,0.00500595,304.722,-0.0998747,0.00472356,0.00550706,0.100138,0,0.00500595,304.722,-0.0998747,0.00472356,0.00550706,0.100138,0,0,0,0,0,0,0,0,1
stats,175,1,88,0.00500595,304.726,-0.0998762,0.0046634,0.00548849,0.100136,0,0.00500595,304.726,-0.0998762,0.0046634,0.00548849,0.100136,0,0.00500595,304.726,-0.0998762,0.0046634,0.00548849,0.100136,0,0.00500595,304.726,-0.0998762,0.0046634,0.00548849,0.100136,0,0.00500595,304.726,-0.0998762,0.0046634,0.00548849,0.100136,0,0.00500595,304.726,-0.0998762,0.0046634,0.00548849,0.100136,0,0,0,0,0,0,0,0,1
stats,176,1,88.5,0.00500595,304.73,-0.0998774,0.00460197,0.00544846,0.100132,0,0.00500595,304.73,-0.0998774,0.00460197,0.00544846,0.100132,0,0.00500595,304.73,-0.0998774,0.00460197,0.00544846,0.100132,0,0.00500595,304.73,-0.0998774,0.00460197,0.00544846,0.100132,0,0.00500595,304.73,-0.0998774,0.00460197,0.00544846,0.100132,0,0.00500595,304.73,-0.0998774,0.00460197,0.00544846,0.100132,0,0,0,0,0,0,0,0,1
stats,177,1,89,0.00500595,304.733,-0.099879,0.00454685,0.0054055,0.100128,0,0.00500595,304.733,-0.099879,0.00454685,0.0054055,0.100128,0,0.00500595,304.733,-0.099879,0.00454685,0.0054055,0.100128,0,0.00500595,304.733,-0.099879,0.00454685,0.0054055,0.100128,0,0.00500595,304.733,-0.099879,0.00454685,0.0054055,0.100128,0,0.00500595,304.733,-0.099879,0.00454685,0.0054055,0.100128,0,0,0,0,0,0,0,0,1
stats,178,1,89.5,0.00500595,304.737,-0.0998804,0.00449526,0.00536544,0.100125,0,0.00500595,304.737,-0.0998804,0.00449526,0.00536544,0.100125,0,0.00500595,304.737,-0.0998804,0.00449526,0.00536544,0.100125,0,0.00500595,304.737,-0.0998804,0.00449526,0.00536544,0.100125,0,0.00500595,304.737,-0.0998804,0.00449526,0.00536544,0.100125,0,0.00500595,304.737,-0.0998804,0.00449526,0.00536544,0.100125,0,0,0,0,0,0,0,0,1
stats,179,1,90,0.00500595,304.74,-0.0998817,0.00444937,0.00533131,0.100123,0,0.00500595,304.74,-0.0998817,0.00444937,0.00533131,0.100123,0,0.00500595,304.74,-0.0998817,0.00444937,0.00533131,0.100123,0,0.00500595,304.74,-0.0998817,0.00444937,0.00533131,0.100123,0,0.00500595,304.74,-0.0998817,0.00444937,0.00533131,0.100123,0,0.00500595,304.74,-0.0998817,0.00444937,0.00533131,0.100123,0,0,0,0,0,0,0,0,1
stats,180,1,90.5,0.00500595,304.744,-0.0998829,0.00441994,0.00530986,0.100122,0,0.00500595,304.744,-0.0998829,0.00441994,0.00530986,0.100122,0,0.00500595,304.744,-0.0998829,0.00441994,0.00530986,0.100122,0,0.00500595,304.744,-0.0998829,0.00441994,0.00530986,0.100122,0,0.00500595,304.744,-0.0998829,0.00441994,0.00530986,0.100122,0,0.00500595,304.744,-0.0998829,0.00441994,0.00530986,0.100122,0,0,0,0,0,0,0,0,1
stats,181,1,91,0.00500595,304.747,-0.0998837,0.00441633,0.00530375,0.100122,0,0.00500595,304.747,-0.0998837,0.00441633,0.00530375,0.100122,0,0.00500595,304.747,-0.0998837,0.00441633,0.00530375,0.100122,0,0.00500595,304.747,-0.0998837,0.00441633,0.00530375,0.100122,0,0.00500595,304.747,-0.0998837,0.00441633,0.00530375,0.100122,0,0.00500595,304.747,-0.0998837,0.00441633,0.00530375,0.100122,0,0,0,0,0,0,0,0,1
stats,182,1,91.5,0.00500595,304.75,-0.0998838,0.00443412,0.00531476,0.100123,0,0.00500595,304.75,-0.0998838,0.00443412,0.00531476,0.100123,0,0.00500595,304.75,-0.0998838,0.00443412,0.00531476,0.100123,0,0.00500595,304.75,-0.0998838,0.00443412,0.00531476,0.100123,0,0.00500595,304.75,-0.0998838,0.00443412,0.00531476,0.100123,0,0.00500595,304.75,-0.0998838,0.00443412,0.00531476,0.100123,0,0,0,0,0,0,0,0,1
stats,183,1,92,0.00500595,304.753,-0.0998833,0.00448346,0.00533221,0.100126,0,0.00500595,304.753,-0.0998833,0.00448346,0.00533221,0.100126,0,0.00500595,304.753,-0.0998833,0.00448346,0.00533221,0.100126,0,0.00500595,304.753,-0.0998833,0.00448346,0.00533221,0.100126,0,0.00500595,304.753,-0.0998833,0.00448346,0.00533221,0.100126,0,0.00500595,304.753,-0.0998833,0.00448346,0.00533221,0.100126,0,0,0,0,0,0,0,0,1
stats,184,1,92.5,0.00500595,304.756,-0.0998822,0.00455415,0.00537674,0.10013,0,0.00500595,304.756,-0.0998822,0.00455415,0.00537674,0.10013,0,0.00500595,304.756,-0.0998822,0.00455415,0.00537674,0.10013,0,0.00500595,304.756,-0.0998822,0.00455415,0.00537674,0.10013,0,0.00500595,304.756,-0.0998822,0.00455415,0.00537674,0.10013,0,0.00500595,304.756,-0.0998822,0.00455415,0.00537674,0.10013,0,0,0,0,0,0,0,0,1
stats,185,1,93,0.00500595,304.759,-0.0998804,0.00463671,0.00543195,0.100135,0,0.00500595,304.759,-0.0998804,0.00463671,0.00543195,0.100135,0,0.00500595,304.759,-0.0998804,0.00463671,0.00543195,0.100135,0,0.00500595,304.759,-0.0998804,0.00463671,0.00543195,0.100135,0,0.00500595,304.759,-0.0998804,0.00463671,0.00543195,0.100135,0,0.00500595,304.759,-0.0998804,0.00463671,0.00543195,0.100135,0,0,0,0,0,0,0,0,1
stats,186,1,93.5,0.00500595,304.762,-0.0998781,0.0047185,0.00543271,0.100137,0,0.00500595,304.762,-0.0998781,0.0047185,0.00543271,0.100137,0,0.00500595,304.762,-0.0998781,0.0047185,0.00543271,0.100137,0,0.00500595,304.762,-0.0998781,0.0047185,0.00543271,0.100137,0,0.00500595,304.762,-0.0998781,0.0047185,0.00543271,0.100137,0,0.00500595,304.762,-0.0998781,0.0047185,0.00543271,0.100137,0,0,0,0,0,0,0,0,1
stats,187,1,94,0.00500595,304.765,-0.0998765,0.00480639,0.00548504,0.100142,0,0.00500595,304.765,-0.0998765,0.00480639,0.00548504,0.100142,0,0.00500595,304.765,-0.0998765,0.00480639,0.00548504,0.100142,0,0.00500595,304.765,-0.0998765,0.00480639,0.00548504,0.100142,0,0.00500595,304.765,-0.0998765,0.00480639,0.00548504,0.100142,0,0.00500595,304.765,-0.0998765,0.00480639,0.00548504,0.100142,0,0,0,0,0,0,0,0,1
stats,188,1,94.5,0.00500595,304.768,-0.0998746,0.00488698,0.00553576,0.100147,0,0.00500595,304.768,-0.0998746,0.00488698,0.00553576,0.100147,0,0.00500595,304.768,-0.0998746,0.00488698,0.00553576,0.100147,0,0.00500595,304.768,-0.0998746,0.00488698,0.00553576,0.100147,0,0.00500595,304.768,-0.0998746,0.00488698,0.00553576,0.100147,0,0.00500595,304.768,-0.0998746,0.00488698,0.00553576,0.100147,0,0,0,0,0,0,0,0,1
stats,189,1,95,0.00500595,304.77,-0.0998723,0.00494078,0.00557357,0.10015,0,0.00500595,304.77,-0.0998723,0.00494078,0.00557357,0.10015,0,0.00500595,304.77,-0.0998723,0.00494078,0.00557357,0.10015,0,0.00500595,304.77,-0.0998723,0.00494078,0.00557357,0.10015,0,0.00500595,304.77,-0.0998723,0.00494078,0.00557357,0.10015,0,0.00500595,304.77,-0.0998723,0.00494078,0.00557357,0.10015,0,0,0,0,0,0,0,0,1
stats,190,1,95.5,0.00500595,304.773,-0.0998703,0.00495521,0.00560601,0.10015,0,0.00500595,304.773,-0.0998703,0.00495521,0.00560601,0.10015,0,0.00500595,304.773,-0.0998703,0.00495521,0.00560601,0.10015,0,0.00500595,304.773,-0.0998703,0.00495521,0.00560601,0.10015,0,0.00500595,304.773,-0.0998703,0.00495521,0.00560601,0.10015,0,0.00500595,304.773,-0.0998703,0.00495521,0.00560601,0.10015,0,0,0,0,0,0,0,0,1
stats,191,1,96,0.00500595,304.776,-0.0998696,0.00494355,0.00564757,0.100151,0,0.00500595,304.776,-0.0998696,0.00494355,0.00564757,0.100151,0,0.00500595,304.776,-0.0998696,0.00494355,0.00564757,0.100151,0,0.00500595,304.776,-0.0998696,0.00494355,0.00564757,0.100151,0,0.00500595,304.776,-0.0998696,0.00494355,0.00564757,0.100151,0,0.00500595,304.776,-0.0998696,0.00494355,0.00564757,0.100151,0,0,0,0,0,0,0,0,1
stats,192,1,96.5,0.00500595,304.779,-0.09987,0.00491559,0.00566784,0.100151,0,0.00500595,304.779,-0.09987,0.00491559,0.00566784,0.100151,0,0.00500595,304.779,-0.09987,0.00491559,0.00566784,0.100151,0,0.00500595,304.779,-0.09987,0.00491559,0.00566784,0.100151,0,0.00500595,304.779,-0.09987,0.00491559,0.00566784,0.100151,0,0.00500595,304.779,-0.09987,0.00491559,0.00566784,0.100151,0,0,0,0,0,0,0,0,1
stats,193,1,97,0.00500595,304.782,-0.0998707,0.00484625,0.00568229,0.10015,0,0.00500595,304.782,-0.0998707,0.00484625,0.00568229,0.10015,0,0.00500595,304.782,-0.0998707,0.00484625,0.00568229,0.10015,0,0.00500595,304.782,-0.0998707,0.00484625,0.00568229,0.10015,0,0.00500595,304.782,-0.0998707,0.00484625,0.00568229,0.10015,0,0.00500595,304.782,-0.0998707,0.00484625,0.00568229,0.10015,0,0,0,0,0,0,0,0,1
stats,194,1,97.5,0.00500595,304.785,-0.0998713,0.00481088,0.0056669,0.100148,0,0.00500595,304.785,-0.0998713,0.00481088,0.0056669,0.100148,0,0.00500595,304.785,-0.0998713,0.00481088,0.0056669,0.100148,0,0.00500595,304.785,-0.0998713,0.00481088,0.0056669,0.100148,0,0.00500595,304.785,-0.0998713,0.00481088,0.0056669,0.100148,0,0.00500595,304.785,-0.0998713,0.00481088,0.0056669,0.100148,0,0,0,0,0,0,0,0,1
stats,195,1,98,0.00500595,304.788,-0.099873,0.00476345,0.00562825,0.100145,0,0.00500595,304.788,-0.099873,0.00476345,0.00562825,0.100145,0,0.00500595,304.788,-0.099873,0.00476345,0.00562825,0.100145,0,0.00500595,304.788,-0.099873,0.00476345,0.00562825,0.100145,0,0.00500595,304.788,-0.099873,0.00476345,0.00562825,0.100145,0,0.00500595,304.788,-0.099873,0.00476345,0.00562825,0.100145,0,0,0,0,0,0,0,0,1
stats,196,1,98.5,0.00500595,304.791,-0.0998743,0.00473061,0.00555242,0.10014,0,0.00500595,304.791,-0.0998743,0.00473061,0.00555242,0.10014,0,0.00500595,304.791,-0.0998743,0.00473061,0.00555242,0.10014,0,0.00500595,304.791,-0.0998743,0.00473061,0.00555242,0.10014,0,0.00500595,304.791,-0.0998743,0.00473061,0.00555242,0.10014,0,0.00500595,304.791,-0.0998743,0.00473061,0.00555242,0.10014,0,0,0,0,0,0,0,0,1
stats,197,1,99,0.00500595,304.794,-0.0998764,0.00463697,0.00546203,0.100133,0,0.00500595,304.794,-0.0998764,0.00463697,0.00546203,0.100133,0,0.00500595,304.794,-0.0998764,0.00463697,0.00546203,0.100133,0,0.00500595,304.794,-0.0998764,0.00463697,0.00546203,0.100133,0,0.00500595,304.794,-0.0998764,0.00463697,0.00546203,0.100133,0,0.00500595,304.794,-0.0998764,0.00463697,0.00546203,0.100133,0,0,0,0,0,0,0,0,1
stats,198,1,99.5,0.00500595,304.797,-0.0998794,0.00453813,0.00536857,0.100126,0,0.00500595,304.797,-0.0998794,0.00453813,0.00536857,0.100126,0,0.00500595,304.797,-0.0998794,0.00453813,0.00536857,0.100126,0,0.00500595,304.797,-0.0998794,0.00453813,0.00536857,0.100126,0,0.00500595,304.797,-0.0998794,0.00453813,0.00536857,0.100126,0,0.00500595,304.797,-0.0998794,0.00453813,0.00536857,0.100126,0,0,0,0,0,0,0,0,1
stats,199,1,100,0.00500595,304.8,-0.0998816,0.00447298,0.0053222,0.100123,0,0.00500595,304.8,-0.0998816,0.00447298,0.0053222,0.100123,0,0.00500595,304.8,-0.0998816,0.00447298,0.0053222,0.100123,0,0.00500595,304.8,-0.0998816,0.00447298,0.0053222,0.100123,0,0.00500595,304.8,-0.0998816,0.00447298,0.0053222,0.100123,0,0.00500595,304.8,-0.0998816,0.00447298,0.0053222,0.100123,0,0,0,0,0,0,0,0,1
